Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
   1     0.1000     1.4318    46.8980     1.6425    46.5300    92.0281
   2     0.1000     0.8995    67.9460     1.1664    62.9400    88.7344
   3     0.1000     0.6811    76.2820     0.8329    73.8300    88.7085
   4     0.1000     0.5546    80.7460     0.8348    73.8800    88.9124
   5     0.1000     0.4697    83.8160     0.7663    75.1300    88.8146
   6     0.1000     0.4130    85.7940     0.5960    79.7500    88.8810
   7     0.1000     0.3669    87.3360     0.6765    79.7200    88.8538
   8     0.1000     0.3315    88.5860     0.6632    78.5400    88.8008
   9     0.1000     0.2953    89.7780     0.5376    83.7700    88.8307
  10     0.1000     0.2718    90.6000     0.4685    85.0500    88.8446
  11     0.1000     0.2485    91.4340     0.5132    84.8900    88.8559
  12     0.1000     0.2244    92.1720     0.4749    86.3600    88.8093
  13     0.1000     0.2047    92.9240     0.5742    83.4500    88.6907
  14     0.1000     0.1882    93.4420     0.4348    86.6000    88.8028
  15     0.1000     0.1717    93.9740     0.3916    88.4400    88.7955
  16     0.1000     0.1628    94.3160     0.3882    88.3100    88.7441
  17     0.1000     0.1469    94.8720     0.3580    89.5300    88.7848
  18     0.1000     0.1322    95.4060     0.7626    82.5000    88.9155
  19     0.1000     0.1274    95.4960     0.4687    86.3200    88.7976
  20     0.1000     0.1121    96.1120     0.7309    82.1900    88.8230
  21     0.1000     0.1039    96.3860     0.5211    87.3800    88.8281
  22     0.1000     0.0962    96.5960     0.3933    89.0300    88.8193
  23     0.1000     0.0864    97.0100     0.4825    87.9700    88.7587
  24     0.1000     0.0794    97.2620     0.5555    86.8500    88.8765
  25     0.1000     0.0791    97.2740     0.5549    86.4100    89.0164
  26     0.1000     0.0719    97.4660     0.4605    88.8000    88.8493
  27     0.1000     0.0655    97.7160     0.3477    91.1800    88.7766
  28     0.1000     0.0635    97.7420     0.4349    89.3500    88.8855
  29     0.1000     0.0563    98.0220     0.4336    89.7900    89.0501
  30     0.1000     0.0524    98.1520     0.3080    92.0600    88.9047
  31     0.1000     0.0520    98.2120     0.5380    87.9200    88.8526
  32     0.1000     0.0520    98.1520     0.4768    89.2900    88.7893
  33     0.1000     0.0408    98.6040     0.3770    91.1700    88.6856
  34     0.1000     0.0410    98.5800     0.4397    90.0600    88.8151
  35     0.1000     0.0394    98.6020     0.7522    85.4500    88.7459
  36     0.1000     0.0430    98.5360     0.4244    90.6400    88.7563
  37     0.1000     0.0337    98.8780     0.3676    91.4100    88.8379
  38     0.1000     0.0310    98.8860     0.3561    91.9700    88.7934
  39     0.1000     0.0266    99.1100     0.3529    91.8900    88.8725
  40     0.1000     0.0240    99.1900     0.3558    92.2500    88.6306
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
  41     0.1000     0.0264    99.1040     0.3610    92.0900    89.0320
  42     0.1000     0.0274    99.1040     0.3879    91.9900    88.8072
  43     0.1000     0.0229    99.2180     0.4052    91.6400    88.7093
  44     0.1000     0.0247    99.1540     0.4786    90.2600    88.8865
  45     0.1000     0.0200    99.3400     0.4075    91.5500    88.8357
  46     0.1000     0.0234    99.1940     0.3871    92.0600    88.8843
  47     0.1000     0.0196    99.3380     0.4477    91.5000    88.8288
  48     0.1000     0.0161    99.4740     0.3578    92.4800    88.8182
  49     0.1000     0.0124    99.6020     0.3338    92.8000    88.7822
  50     0.1000     0.0129    99.5800     0.3723    92.1500    88.7866
  51     0.1000     0.0173    99.4300     0.6904    88.7500    88.8392
  52     0.1000     0.0191    99.3700     0.3706    92.5200    88.8290
  53     0.1000     0.0126    99.6140     0.3803    92.4500    88.8703
  54     0.1000     0.0168    99.4500     0.3774    92.1900    88.7647
  55     0.1000     0.0119    99.5820     0.4218    91.6200    88.8349
  56     0.1000     0.0159    99.4640     0.6181    89.5700    88.8289
  57     0.1000     0.0135    99.5740     0.3718    93.1100    88.7687
  58     0.1000     0.0163    99.4360     0.4145    92.2100    88.8628
  59     0.1000     0.0125    99.5820     0.3980    92.2400    88.7541
  60     0.1000     0.0150    99.5220     0.3550    92.9100    88.8443
  61     0.1000     0.0083    99.7740     0.3481    92.9600    88.7391
  62     0.1000     0.0101    99.6820     0.3497    93.0600    88.7741
  63     0.1000     0.0098    99.6920     0.3779    92.5700    88.8360
  64     0.1000     0.0115    99.6080     0.4166    92.1600    88.6937
  65     0.1000     0.0088    99.7200     0.3811    92.9100    88.7220
  66     0.1000     0.0111    99.6460     0.6811    88.1400    88.8431
  67     0.1000     0.0096    99.7100     0.3720    93.1800    88.8891
  68     0.1000     0.0087    99.7400     0.3678    93.2300    88.7854
  69     0.1000     0.0105    99.6320     0.4045    92.5500    88.8090
  70     0.1000     0.0108    99.6380     0.6321    89.4300    88.8599
  71     0.1000     0.0118    99.6080     0.4454    91.9700    88.8118
  72     0.1000     0.0119    99.6220     0.4260    92.0800    88.6640
  73     0.1000     0.0128    99.5820     0.4837    91.7200    88.7933
  74     0.1000     0.0106    99.6220     0.4786    91.8000    88.6282
  75     0.1000     0.0108    99.6400     0.4440    91.3600    88.8309
  76     0.1000     0.0098    99.7160     0.4189    92.5300    88.9745
  77     0.1000     0.0052    99.8180     0.3905    92.9900    88.8080
  78     0.1000     0.0058    99.8080     0.4023    92.8300    89.0232
  79     0.1000     0.0059    99.8240     0.4261    92.4600    88.8468
  80     0.1000     0.0059    99.8320     0.4873    91.8400    88.9419
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
  81     0.1000     0.0071    99.7620     0.4140    92.6000    88.9074
  82     0.1000     0.0050    99.8460     0.3887    92.9300    88.9336
  83     0.1000     0.0059    99.8240     0.4126    92.8300    88.9262
  84     0.1000     0.0078    99.7640     0.4124    92.8300    88.7977
