Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  85     0.1000     0.0035    99.9360     1.4866    75.7700   143.9655
  86     0.1000     0.0027    99.9460     1.5014    75.6300   143.8389
  87     0.1000     0.0034    99.9280     1.4817    76.1000   143.9902
  88     0.1000     0.0028    99.9480     1.5038    75.5100   143.9378
  89     0.1000     0.0020    99.9520     1.4839    75.7700   143.9278
  90     0.1000     0.0016    99.9700     1.4506    76.1300   143.8371
  91     0.1000     0.0016    99.9580     1.4781    76.3500   143.9200
  92     0.1000     0.0023    99.9560     1.4994    75.7900   144.0644
  93     0.1000     0.0024    99.9440     1.4891    75.8000   143.8722
  94     0.1000     0.0016    99.9720     1.4943    76.1200   143.8771
  95     0.1000     0.0013    99.9720     1.4819    75.7800   143.9951
  96     0.1000     0.0013    99.9660     1.4980    75.9900   143.9078
  97     0.1000     0.0014    99.9700     1.4833    76.1500   143.8462
  98     0.1000     0.0011    99.9760     1.4850    76.2800   143.8349
  99     0.1000     0.0011    99.9780     1.4545    76.2300   143.8977
 100     0.1000     0.0011    99.9720     1.4633    76.0500   143.8618
 101     0.0988     0.0013    99.9680     1.4660    76.2500   143.8763
 102     0.0975     0.0011    99.9660     1.4643    76.3900   143.9151
 103     0.0963     0.0010    99.9680     1.4674    76.2000   143.8494
 104     0.0950     0.0011    99.9660     1.4757    76.0200   143.8495
 105     0.0938     0.0011    99.9640     1.4671    76.1800   144.0214
 106     0.0926     0.0009    99.9760     1.4862    76.1600   143.9672
 107     0.0913     0.0009    99.9700     1.4741    76.2200   143.9836
 108     0.0901     0.0008    99.9760     1.4801    76.3700   143.8805
 109     0.0889     0.0008    99.9760     1.4746    76.1000   143.9334
 110     0.0876     0.0008    99.9700     1.4682    76.2800   143.8854
 111     0.0864     0.0008    99.9740     1.4714    76.2800   143.9303
 112     0.0852     0.0007    99.9800     1.4856    76.2900   143.8839
 113     0.0839     0.0007    99.9760     1.4843    76.4100   143.9989
 114     0.0827     0.0007    99.9760     1.4882    76.3400   143.8699
 115     0.0814     0.0008    99.9720     1.4804    76.4800   143.9107
 116     0.0802     0.0007    99.9760     1.4694    76.4700   143.9146
 117     0.0790     0.0007    99.9720     1.4691    76.7300   143.9388
 118     0.0777     0.0007    99.9760     1.4725    76.4500   143.8655
 119     0.0765     0.0007    99.9740     1.4540    76.5200   144.0006
 120     0.0753     0.0007    99.9720     1.4690    76.5100   143.8306
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 121     0.0740     0.0006    99.9800     1.4625    76.5100   143.8489
 122     0.0728     0.0007    99.9760     1.4610    76.4400   143.8516
 123     0.0715     0.0006    99.9760     1.4709    76.3300   143.9400
 124     0.0703     0.0006    99.9780     1.4697    76.3800   143.8638
 125     0.0691     0.0005    99.9800     1.4722    76.7400   144.0302
 126     0.0678     0.0006    99.9760     1.4772    76.5200   143.9685
 127     0.0666     0.0006    99.9760     1.4672    76.4600   143.9673
 128     0.0654     0.0006    99.9820     1.4813    76.5400   143.9109
 129     0.0641     0.0006    99.9800     1.4622    76.5500   143.8754
 130     0.0629     0.0006    99.9740     1.4701    76.4300   143.9694
 131     0.0616     0.0006    99.9760     1.4626    76.5800   143.8783
 132     0.0604     0.0006    99.9760     1.4762    76.3400   143.8618
 133     0.0592     0.0005    99.9780     1.4643    76.6800   143.9639
 134     0.0579     0.0006    99.9760     1.4828    76.5400   143.9682
 135     0.0567     0.0005    99.9760     1.4700    76.3300   143.8951
 136     0.0554     0.0005    99.9780     1.4644    76.3800   143.8565
 137     0.0542     0.0006    99.9800     1.4533    76.5500   143.9051
 138     0.0530     0.0005    99.9800     1.4662    76.3500   143.8692
 139     0.0517     0.0005    99.9840     1.4655    76.4700   143.9289
 140     0.0505     0.0005    99.9780     1.4712    76.4400   143.8920
 141     0.0493     0.0005    99.9780     1.4777    76.3700   143.8824
 142     0.0480     0.0005    99.9760     1.4751    76.4100   143.9080
 143     0.0468     0.0006    99.9720     1.4726    76.3900   143.8713
 144     0.0456     0.0005    99.9800     1.4785    76.4900   144.0234
 145     0.0443     0.0006    99.9720     1.4809    76.4100   143.8642
 146     0.0431     0.0005    99.9780     1.4749    76.5000   143.9960
 147     0.0418     0.0006    99.9800     1.4914    76.4700   143.9638
 148     0.0406     0.0005    99.9780     1.4763    76.6200   143.8580
 149     0.0394     0.0005    99.9720     1.4820    76.4600   143.8962
 150     0.0381     0.0005    99.9740     1.4790    76.4900   144.1250
 151     0.0369     0.0004    99.9820     1.4623    76.5600   143.9280
 152     0.0357     0.0005    99.9760     1.4728    76.1700   143.9039
 153     0.0344     0.0005    99.9740     1.4835    76.3000   143.9020
 154     0.0332     0.0005    99.9760     1.4722    76.5800   143.9506
 155     0.0319     0.0005    99.9780     1.4663    76.7100   143.9099
 156     0.0307     0.0005    99.9740     1.4624    76.4900   143.8553
 157     0.0295     0.0005    99.9800     1.4731    76.4400   144.0035
 158     0.0282     0.0005    99.9720     1.4836    76.4000   143.9424
 159     0.0270     0.0005    99.9800     1.4731    76.4300   143.9414
 160     0.0257     0.0004    99.9860     1.4782    76.4400   143.8785
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 161     0.0245     0.0004    99.9840     1.4730    76.4900   143.9619
 162     0.0233     0.0005    99.9760     1.4654    76.3100   143.9133
 163     0.0220     0.0004    99.9840     1.4711    76.4500   143.9236
 164     0.0208     0.0004    99.9800     1.4851    76.4400   143.9652
 165     0.0196     0.0005    99.9740     1.4653    76.6000   143.8700
 166     0.0183     0.0004    99.9840     1.4705    76.4300   143.9010
 167     0.0171     0.0004    99.9800     1.4714    76.3300   143.9455
 168     0.0159     0.0005    99.9800     1.4691    76.5400   144.0514
 169     0.0146     0.0004    99.9780     1.4615    76.5600   143.9622
 170     0.0134     0.0005    99.9820     1.4726    76.5500   143.9257
 171     0.0121     0.0004    99.9840     1.4834    76.5400   144.0212
 172     0.0109     0.0005    99.9740     1.4753    76.6300   143.9459
 173     0.0097     0.0004    99.9860     1.4656    76.5700   143.8681
 174     0.0084     0.0004    99.9800     1.4619    76.7600   143.9609
 175     0.0072     0.0005    99.9760     1.4745    76.4700   143.9032
 176     0.0060     0.0004    99.9740     1.4727    76.5400   143.9849
 177     0.0047     0.0004    99.9820     1.4750    76.5500   144.0221
 178     0.0035     0.0004    99.9860     1.4702    76.4800   143.8554
 179     0.0022     0.0004    99.9860     1.4686    76.7700   143.8411
 180     0.0010     0.0005    99.9740     1.4780    76.5500   143.8410
 181     0.0010     0.0005    99.9780     1.4675    76.4500   143.8922
 182     0.0010     0.0004    99.9840     1.4702    76.4500   143.9182
 183     0.0010     0.0004    99.9820     1.4588    76.5100   143.8484
 184     0.0010     0.0005    99.9760     1.4602    76.4100   143.8577
 185     0.0010     0.0004    99.9880     1.4806    76.3300   143.9489
 186     0.0010     0.0004    99.9780     1.4722    76.4800   143.9416
 187     0.0010     0.0004    99.9820     1.4693    76.4600   143.9049
 188     0.0010     0.0004    99.9820     1.4646    76.4400   143.9615
 189     0.0010     0.0005    99.9760     1.4751    76.4200   143.8914
 190     0.0010     0.0005    99.9740     1.4662    76.4900   144.0076
 191     0.0010     0.0004    99.9880     1.4846    76.6000   143.9877
 192     0.0010     0.0005    99.9800     1.4582    76.7000   143.8638
 193     0.0010     0.0004    99.9760     1.4793    76.5000   143.8959
 194     0.0010     0.0004    99.9820     1.4681    76.4700   143.8615
 195     0.0010     0.0004    99.9860     1.4708    76.5200   143.8710
 196     0.0010     0.0004    99.9840     1.4774    76.4700   143.9462
 197     0.0010     0.0004    99.9820     1.4804    76.5100   143.9206
 198     0.0010     0.0005    99.9780     1.4736    76.4600   143.8859
 199     0.0010     0.0004    99.9800     1.4761    76.5600   143.9849
 200     0.0010     0.0004    99.9800     1.4712    76.5500   143.8546
