Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
Resume training from cifar100_save/endpoints/WideResNet28x10-2/sgd/checkpoint-0.pt
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
   1     0.1000     1.4358    46.6800     1.6878    43.1300    90.7082
   2     0.1000     0.9016    67.8280     1.2214    62.2400    88.3862
   3     0.1000     0.6814    76.3880     0.9150    71.7300    88.5536
   4     0.1000     0.5556    80.6820     0.9166    72.1900    88.5365
   5     0.1000     0.4733    83.5060     0.9772    70.7700    88.5573
   6     0.1000     0.4148    85.6740     0.5320    81.7100    88.5420
   7     0.1000     0.3671    87.4020     0.5189    83.3900    88.5266
   8     0.1000     0.3327    88.4600     0.4863    84.1900    88.5358
   9     0.1000     0.2969    89.7080     0.4537    85.6600    88.5573
  10     0.1000     0.2713    90.5580     0.5250    84.2100    88.4888
  11     0.1000     0.2493    91.3560     0.4146    86.9600    88.5363
  12     0.1000     0.2258    92.1440     0.4475    86.4300    88.4988
  13     0.1000     0.2084    92.7640     0.6246    83.2300    88.5114
  14     0.1000     0.1923    93.3000     0.6140    82.7000    88.4989
  15     0.1000     0.1729    94.0500     0.3852    88.1400    88.4735
  16     0.1000     0.1596    94.3060     0.5381    85.7400    88.5130
  17     0.1000     0.1470    94.8840     0.3746    88.8900    88.5107
  18     0.1000     0.1387    95.1640     0.5813    85.1800    88.4875
  19     0.1000     0.1260    95.5540     0.5524    84.9300    88.4322
  20     0.1000     0.1187    95.8500     0.5207    85.8700    88.5064
  21     0.1000     0.1080    96.2680     0.3567    89.9900    88.4905
  22     0.1000     0.0929    96.7600     0.4247    88.6300    88.4703
  23     0.1000     0.0926    96.7980     0.3852    89.8300    88.4957
  24     0.1000     0.0837    97.0820     0.4742    87.5700    88.4170
  25     0.1000     0.0771    97.3320     0.4417    88.7900    88.4731
  26     0.1000     0.0726    97.4440     0.4094    89.9700    88.5082
  27     0.1000     0.0704    97.5160     0.4423    89.5200    88.4947
  28     0.1000     0.0647    97.7880     0.4092    90.1200    88.5136
  29     0.1000     0.0536    98.2180     0.4264    89.8700    88.5042
  30     0.1000     0.0551    98.0900     0.4732    89.2200    88.4875
  31     0.1000     0.0537    98.1880     0.4289    89.7700    88.4904
  32     0.1000     0.0487    98.2920     0.3798    90.9200    88.4939
  33     0.1000     0.0434    98.4980     0.3350    91.6200    88.4832
  34     0.1000     0.0429    98.5300     0.4788    89.6800    88.4751
  35     0.1000     0.0367    98.7500     0.3514    91.8000    88.4677
  36     0.1000     0.0417    98.5660     0.3959    90.9500    88.5027
  37     0.1000     0.0359    98.7140     0.3886    91.0800    88.4587
  38     0.1000     0.0257    99.1040     0.3727    91.7900    88.4071
  39     0.1000     0.0292    98.9720     0.4603    90.0100    88.4287
  40     0.1000     0.0279    99.0460     0.3576    91.7900    88.5046
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
  41     0.1000     0.0279    99.0820     0.3774    91.7200    88.5092
  42     0.1000     0.0281    99.0520     0.4315    91.2300    88.4568
  43     0.1000     0.0270    99.0700     0.4076    90.9100    88.4218
  44     0.1000     0.0237    99.2080     0.3937    91.8100    88.4350
  45     0.1000     0.0191    99.3700     0.3948    91.9300    88.3728
  46     0.1000     0.0202    99.3180     0.3935    91.4700    88.4701
  47     0.1000     0.0175    99.4360     0.3873    91.8900    88.4677
  48     0.1000     0.0230    99.2400     0.5369    89.6700    88.5079
  49     0.1000     0.0163    99.4700     0.3922    92.3800    88.4825
  50     0.1000     0.0196    99.3300     0.3712    92.2400    88.4762
  51     0.1000     0.0195    99.3580     0.4524    91.1600    88.4773
  52     0.1000     0.0184    99.3940     0.3260    93.0700    88.5093
  53     0.1000     0.0162    99.4780     0.3417    93.0500    88.4913
  54     0.1000     0.0131    99.5600     0.3984    92.4700    88.4638
  55     0.1000     0.0140    99.5380     0.4041    91.9100    88.5130
  56     0.1000     0.0181    99.3980     0.4116    91.6200    88.4942
  57     0.1000     0.0181    99.3740     0.4414    91.4100    88.5392
  58     0.1000     0.0171    99.4360     0.4412    91.6500    88.5514
  59     0.1000     0.0159    99.4600     0.3746    92.6500    88.4965
  60     0.1000     0.0114    99.6560     0.4416    91.0600    88.4396
  61     0.1000     0.0145    99.5200     0.4147    92.3700    88.5296
  62     0.1000     0.0096    99.6940     0.3896    92.5800    88.4983
  63     0.1000     0.0095    99.6920     0.3933    92.8000    88.7104
  64     0.1000     0.0110    99.6460     0.3508    92.8600    88.4978
  65     0.1000     0.0104    99.6740     0.4962    91.2800    88.5248
  66     0.1000     0.0081    99.7420     0.3886    92.7400    88.4946
  67     0.1000     0.0067    99.7900     0.3763    92.7700    88.4803
  68     0.1000     0.0084    99.7420     0.3687    93.0100    88.4843
  69     0.1000     0.0084    99.7240     0.3751    92.8100    88.5141
  70     0.1000     0.0071    99.7960     0.3891    92.7700    88.4530
  71     0.1000     0.0050    99.8580     0.4087    92.6800    88.4720
  72     0.1000     0.0058    99.8360     0.4080    92.1500    88.4770
  73     0.1000     0.0058    99.8160     0.3774    93.0600    88.5300
  74     0.1000     0.0073    99.7580     0.3941    92.8700    88.5043
  75     0.1000     0.0074    99.7560     0.3824    92.8800    88.4773
  76     0.1000     0.0053    99.8380     0.3863    93.0600    88.5103
  77     0.1000     0.0088    99.7280     0.4157    92.6800    88.4690
  78     0.1000     0.0097    99.6920     0.4432    91.8000    88.5050
  79     0.1000     0.0124    99.5660     0.4296    92.5200    88.4055
  80     0.1000     0.0098    99.6600     0.4331    92.2200    88.4825
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
  81     0.1000     0.0119    99.6000     0.3749    92.9700    88.5125
  82     0.1000     0.0076    99.7580     0.3505    93.4200    88.4659
