Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  85     0.1000     0.0051    99.8240     0.3776    93.3800   144.1749
  86     0.1000     0.0032    99.9220     0.3535    93.7000   144.2081
  87     0.1000     0.0032    99.9080     0.3843    93.3600   144.2443
  88     0.1000     0.0053    99.8340     0.4474    92.4500   144.2350
  89     0.1000     0.0068    99.7860     0.3856    93.3100   144.3058
  90     0.1000     0.0068    99.7740     0.3769    93.3000   144.2257
  91     0.1000     0.0062    99.7760     0.3553    93.7000   144.2452
  92     0.1000     0.0035    99.8980     0.5031    92.1200   144.2015
  93     0.1000     0.0031    99.9180     0.3601    93.7800   144.2374
  94     0.1000     0.0041    99.8760     0.4806    91.9900   144.2058
  95     0.1000     0.0076    99.7600     0.4020    92.7600   144.3003
  96     0.1000     0.0049    99.8460     0.4447    92.3400   144.2571
  97     0.1000     0.0028    99.9320     0.3681    93.5600   144.2254
  98     0.1000     0.0036    99.8900     0.3807    93.0800   144.2272
  99     0.1000     0.0049    99.8420     0.4240    92.7800   144.3430
 100     0.1000     0.0060    99.7940     0.4058    93.3700   144.2906
 101     0.0988     0.0059    99.7940     0.3978    93.1900   144.1292
 102     0.0975     0.0027    99.9240     0.3822    93.4600   144.2635
 103     0.0963     0.0025    99.9360     0.3722    93.4400   144.2852
 104     0.0950     0.0014    99.9740     0.3698    93.8000   144.3153
 105     0.0938     0.0014    99.9760     0.3716    93.7300   144.3112
 106     0.0926     0.0012    99.9720     0.3834    93.5900   144.3117
 107     0.0913     0.0008    99.9860     0.3844    93.6900   144.1498
 108     0.0901     0.0007    99.9840     0.3700    94.0200   144.2762
 109     0.0889     0.0006    99.9900     0.3682    93.8600   144.2574
 110     0.0876     0.0010    99.9740     0.3702    93.9900   144.2140
 111     0.0864     0.0007    99.9900     0.3734    93.8500   144.1815
 112     0.0852     0.0005    99.9940     0.3553    93.8900   144.2188
 113     0.0839     0.0004    99.9980     0.3583    93.9600   144.2543
 114     0.0827     0.0005    99.9920     0.3938    93.5900   144.1621
 115     0.0814     0.0003    99.9980     0.3641    94.0600   144.1879
 116     0.0802     0.0002    99.9980     0.3580    94.0700   144.2582
 117     0.0790     0.0003    99.9980     0.3685    94.0700   144.2031
 118     0.0777     0.0003   100.0000     0.3654    94.0800   144.3246
 119     0.0765     0.0002    99.9960     0.3734    93.9800   144.1863
 120     0.0753     0.0004    99.9940     0.3588    94.1300   144.2310
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 121     0.0740     0.0004    99.9920     0.3625    93.9000   144.2362
 122     0.0728     0.0002   100.0000     0.3539    94.1200   144.2755
 123     0.0715     0.0002    99.9980     0.3561    94.1200   144.5156
 124     0.0703     0.0002    99.9960     0.3688    94.0600   144.2225
 125     0.0691     0.0003    99.9920     0.3635    94.2600   144.2297
 126     0.0678     0.0002   100.0000     0.3603    94.2700   144.2481
 127     0.0666     0.0002    99.9980     0.3493    94.2900   144.2242
 128     0.0654     0.0001   100.0000     0.3477    94.3000   144.2018
 129     0.0641     0.0001    99.9980     0.3554    94.1100   144.1629
 130     0.0629     0.0002    99.9980     0.3557    94.1100   144.1635
 131     0.0616     0.0002    99.9960     0.3518    94.0100   144.2317
 132     0.0604     0.0002    99.9980     0.3586    94.1400   144.2847
 133     0.0592     0.0001    99.9980     0.3676    94.2400   144.3011
 134     0.0579     0.0001   100.0000     0.3606    94.3000   144.2969
 135     0.0567     0.0002    99.9960     0.3587    94.1800   144.2386
 136     0.0554     0.0001   100.0000     0.3512    94.3700   144.1625
 137     0.0542     0.0001   100.0000     0.3527    94.2000   144.1773
 138     0.0530     0.0001    99.9980     0.3560    94.2800   144.2453
 139     0.0517     0.0001    99.9980     0.3495    94.2600   144.2130
 140     0.0505     0.0002    99.9980     0.3495    94.1900   144.2865
 141     0.0493     0.0001   100.0000     0.3565    94.2100   144.2115
 142     0.0480     0.0001   100.0000     0.3622    94.2000   144.2811
 143     0.0468     0.0001   100.0000     0.3520    94.1700   144.2932
 144     0.0456     0.0001   100.0000     0.3571    94.2000   144.2680
 145     0.0443     0.0001   100.0000     0.3548    94.2900   144.2410
 146     0.0431     0.0001   100.0000     0.3552    94.3700   144.1871
 147     0.0418     0.0001   100.0000     0.3537    94.3400   144.2467
 148     0.0406     0.0001   100.0000     0.3500    94.3500   144.1622
 149     0.0394     0.0001   100.0000     0.3602    94.3000   144.2112
 150     0.0381     0.0001   100.0000     0.3535    94.4300   144.1704
 151     0.0369     0.0001   100.0000     0.3528    94.2900   144.1576
 152     0.0357     0.0001   100.0000     0.3614    94.3400   144.2165
 153     0.0344     0.0001   100.0000     0.3538    94.2800   144.2921
 154     0.0332     0.0001    99.9980     0.3520    94.3000   144.2403
 155     0.0319     0.0001   100.0000     0.3504    94.2900   144.1760
 156     0.0307     0.0001   100.0000     0.3533    94.3700   144.2508
 157     0.0295     0.0001   100.0000     0.3476    94.3200   144.2307
 158     0.0282     0.0001   100.0000     0.3535    94.4300   144.2293
 159     0.0270     0.0001   100.0000     0.3524    94.3200   144.2301
 160     0.0257     0.0001   100.0000     0.3490    94.4000   144.2595
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 161     0.0245     0.0001   100.0000     0.3577    94.2700   144.2344
 162     0.0233     0.0001   100.0000     0.3475    94.4000   144.2529
 163     0.0220     0.0001   100.0000     0.3521    94.3200   144.2771
 164     0.0208     0.0001   100.0000     0.3494    94.2200   144.2232
 165     0.0196     0.0001   100.0000     0.3506    94.3600   144.2019
 166     0.0183     0.0001   100.0000     0.3518    94.3600   144.1854
 167     0.0171     0.0001   100.0000     0.3560    94.3100   144.1618
 168     0.0159     0.0001   100.0000     0.3500    94.3300   144.1902
 169     0.0146     0.0001    99.9980     0.3561    94.3700   144.2251
 170     0.0134     0.0001   100.0000     0.3500    94.3700   144.2409
 171     0.0121     0.0001   100.0000     0.3476    94.3300   144.2061
 172     0.0109     0.0001   100.0000     0.3509    94.2200   144.2445
 173     0.0097     0.0001   100.0000     0.3523    94.2900   144.2533
 174     0.0084     0.0001    99.9980     0.3489    94.4000   144.2556
 175     0.0072     0.0001   100.0000     0.3475    94.3600   144.1844
 176     0.0060     0.0000   100.0000     0.3503    94.3500   144.1685
 177     0.0047     0.0001   100.0000     0.3542    94.3200   144.1848
 178     0.0035     0.0001   100.0000     0.3524    94.4800   144.1749
 179     0.0022     0.0001   100.0000     0.3506    94.2800   144.4059
 180     0.0010     0.0001   100.0000     0.3453    94.4100   144.2192
 181     0.0010     0.0001   100.0000     0.3487    94.4400   144.1858
 182     0.0010     0.0001    99.9980     0.3473    94.3400   144.3263
 183     0.0010     0.0001   100.0000     0.3485    94.3400   144.1814
 184     0.0010     0.0001   100.0000     0.3539    94.3700   144.1721
 185     0.0010     0.0001   100.0000     0.3520    94.3400   144.2068
 186     0.0010     0.0001   100.0000     0.3555    94.3200   144.3176
 187     0.0010     0.0001   100.0000     0.3480    94.3600   144.2204
 188     0.0010     0.0001   100.0000     0.3546    94.2600   144.2351
 189     0.0010     0.0001   100.0000     0.3460    94.3900   144.2770
 190     0.0010     0.0001   100.0000     0.3514    94.4800   144.2135
 191     0.0010     0.0001   100.0000     0.3464    94.4200   144.1612
 192     0.0010     0.0001   100.0000     0.3510    94.4300   144.2183
 193     0.0010     0.0001   100.0000     0.3513    94.4200   144.2372
 194     0.0010     0.0001   100.0000     0.3587    94.3000   144.1882
 195     0.0010     0.0001   100.0000     0.3512    94.2500   144.2940
 196     0.0010     0.0001   100.0000     0.3473    94.3100   144.1649
 197     0.0010     0.0001    99.9980     0.3447    94.3600   144.3225
 198     0.0010     0.0001   100.0000     0.3532    94.3000   144.2049
 199     0.0010     0.0001   100.0000     0.3474    94.3700   144.1801
 200     0.0010     0.0001   100.0000     0.3517    94.3200   144.3028
