./seed_2/lr_0.1mu_0.51_c_0.0-10.pt	16.265327 14.897692 13.308679 12.167584 11.46426 10.396519 9.599374 7.465823 6.9814625 5.5202675	0.000617706507910043 0.0005952896899543703 0.002425780287012458 1501.137939453125 8072.92333984375 3798.89794921875 1.1494343280792236 2.986907958984375 0.4305334985256195 1501.137939453125 8072.92333984375 3798.89794921875 0.0050408258102834225 0.0008615537662990391 0.0017344392836093903 1501.137939453125 8072.92333984375 3798.89794921875 0.13078239560127258 0.5208157896995544 0.12962676584720612 1501.137939453125 8072.92333984375 3798.89794921875 0.06806885451078415 0.24292472004890442 0.053811896592378616 1501.137939453125 8072.92333984375 3798.89794921875 0.09358467906713486 0.25281742215156555 0.03876703977584839 1501.137939453125 8072.92333984375 3798.89794921875 0.1069602221250534 0.3933720588684082 0.09008770436048508 1501.137939453125 8072.92333984375 3798.89794921875 0.036752112209796906 0.0294504314661026 0.00040389460627920926 1501.137939453125 8072.92333984375 3798.89794921875 1.216650366783142 3.7541890144348145 0.696480393409729 1501.137939453125 8072.92333984375 3798.89794921875 0.3260810077190399 1.3115384578704834 0.3296932876110077 1501.137939453125 8072.92333984375 3798.89794921875
./seed_2/lr_0.1mu_0.51_c_0.0-20.pt	16.366535 12.921107 11.937271 11.578448 9.424088 9.100616 7.861853 7.465765 7.1844544 6.3994694	0.000611569790635258 0.0001764502958394587 0.0001310223015025258 3358.201171875 8483.765625 2670.312744140625 0.0011171528603881598 0.0004340882587712258 0.0001584833225933835 3358.201171875 8483.765625 2670.312744140625 0.04153624549508095 0.035777922719717026 0.00021473740343935788 3358.201171875 8483.765625 2670.312744140625 0.7245032787322998 1.4107669591903687 0.11328582465648651 3358.201171875 8483.765625 2670.312744140625 0.04590453580021858 0.11736787110567093 0.016470281407237053 3358.201171875 8483.765625 2670.312744140625 0.06875510513782501 0.14916472136974335 0.015377625823020935 3358.201171875 8483.765625 2670.312744140625 0.0016894546570256352 0.007924783043563366 0.01693231426179409 3358.201171875 8483.765625 2670.312744140625 0.0013689887709915638 0.0044204615987837315 0.0008694626740179956 3358.201171875 8483.765625 2670.312744140625 0.047051385045051575 0.028746146708726883 0.002243579598143697 3358.201171875 8483.765625 2670.312744140625 0.06805412471294403 0.10188213735818863 0.0034009816590696573 3358.201171875 8483.765625 2670.312744140625
./seed_2/lr_0.1mu_0.51_c_0.0-30.pt	19.568634 13.40374 10.77685 10.285315 8.283323 7.337345 6.9334893 6.4012756 6.3067584 5.048535	0.2057592272758484 0.37115418910980225 0.024216746911406517 4961.806640625 8879.9892578125 2164.1025390625 1.147173523902893 1.721704125404358 0.05811741203069687 4961.806640625 8879.9892578125 2164.1025390625 0.1807250827550888 0.31537389755249023 0.01862240768969059 4961.806640625 8879.9892578125 2164.1025390625 0.17217452824115753 0.264379620552063 0.009848448447883129 4961.806640625 8879.9892578125 2164.1025390625 0.0020477359648793936 0.0014701834879815578 0.00698810163885355 4961.806640625 8879.9892578125 2164.1025390625 0.02502492442727089 0.04389668256044388 0.0026340140029788017 4961.806640625 8879.9892578125 2164.1025390625 0.09417639672756195 0.174449160695076 0.012274298816919327 4961.806640625 8879.9892578125 2164.1025390625 1.6943362425081432e-05 0.014443154446780682 0.015449445694684982 4961.806640625 8879.9892578125 2164.1025390625 0.1353839784860611 0.27114108204841614 0.023337574675679207 4961.806640625 8879.9892578125 2164.1025390625 0.0010348018258810043 0.0071534933522343636 0.0027468064799904823 4961.806640625 8879.9892578125 2164.1025390625
./seed_2/lr_0.1mu_0.51_c_0.0-40.pt	13.877596 11.592004 9.252872 8.319984 7.3910837 6.7123523 6.367833 6.0392795 5.5002704 4.927371	0.04403851553797722 0.08955524116754532 0.007993127219378948 6291.89111328125 9263.666015625 1947.39599609375 0.0003971433325204998 0.0001154773635789752 8.431771857431158e-05 6291.89111328125 9263.666015625 1947.39599609375 0.5971230864524841 0.618090808391571 0.00018090619414579123 6291.89111328125 9263.666015625 1947.39599609375 0.06297837197780609 0.0712755024433136 0.00025663478299975395 6291.89111328125 9263.666015625 1947.39599609375 0.025559375062584877 0.0028145883698016405 0.011410587467253208 6291.89111328125 9263.666015625 1947.39599609375 0.002847871743142605 0.03375915810465813 0.016996650025248528 6291.89111328125 9263.666015625 1947.39599609375 0.07094473391771317 0.06547027081251144 0.0001098913635360077 6291.89111328125 9263.666015625 1947.39599609375 0.09198997914791107 0.168545201420784 0.011501302942633629 6291.89111328125 9263.666015625 1947.39599609375 0.011753571219742298 0.02932095341384411 0.003946320153772831 6291.89111328125 9263.666015625 1947.39599609375 0.03368266671895981 0.08591323345899582 0.012008053250610828 6291.89111328125 9263.666015625 1947.39599609375
./seed_2/lr_0.1mu_0.51_c_0.0-50.pt	9.222347 9.074524 8.231111 7.537913 6.7777834 6.022062 5.178473 4.756603 4.5287294 4.3280916	1.0033965110778809 1.1686333417892456 0.006294307764619589 7384.08056640625 9631.384765625 1870.9710693359375 0.24213562905788422 0.348871111869812 0.009718094952404499 7384.08056640625 9631.384765625 1870.9710693359375 0.08931633085012436 0.14010566473007202 0.005692478269338608 7384.08056640625 9631.384765625 1870.9710693359375 0.11089620739221573 0.30487412214279175 0.04802374914288521 7384.08056640625 9631.384765625 1870.9710693359375 0.017273155972361565 0.03798842802643776 0.004029572941362858 7384.08056640625 9631.384765625 1870.9710693359375 0.05618610978126526 0.11094150692224503 0.009224209934473038 7384.08056640625 9631.384765625 1870.9710693359375 0.010120909661054611 0.0013930406421422958 0.004004263319075108 7384.08056640625 9631.384765625 1870.9710693359375 0.033563289791345596 0.03742839768528938 0.00010529408609727398 7384.08056640625 9631.384765625 1870.9710693359375 0.020085545256733894 0.030782565474510193 0.0011374520836398005 7384.08056640625 9631.384765625 1870.9710693359375 0.03580494597554207 0.10245989263057709 0.017127370461821556 7384.08056640625 9631.384765625 1870.9710693359375
./seed_2/lr_0.1mu_0.51_c_0.0-100.pt	5.1007 4.7940536 3.604127 3.1902149 2.9962807 2.6968076 2.458581 2.1599033 2.0041256 1.949336	0.01367971207946539 0.011017302982509136 0.00014392727462109178 10502.1884765625 10996.1318359375 1995.808837890625 0.17756833136081696 0.1998501867055893 0.0006583080976270139 10502.1884765625 10996.1318359375 1995.808837890625 0.12777955830097198 0.11834142357110977 0.00018103077309206128 10502.1884765625 10996.1318359375 1995.808837890625 0.19950412213802338 0.16458426415920258 0.0016784558538347483 10502.1884765625 10996.1318359375 1995.808837890625 0.009906954132020473 0.046229030936956406 0.013334635645151138 10502.1884765625 10996.1318359375 1995.808837890625 0.18034109473228455 0.24327890574932098 0.004701471421867609 10502.1884765625 10996.1318359375 1995.808837890625 0.002943505300208926 0.00038805397343821824 0.0011940456461161375 10502.1884765625 10996.1318359375 1995.808837890625 0.0122268320992589 0.0012679833453148603 0.021369682624936104 10502.1884765625 10996.1318359375 1995.808837890625 0.06730515509843826 0.05388638749718666 0.0007451762212440372 10502.1884765625 10996.1318359375 1995.808837890625 0.023606857284903526 0.01148911938071251 0.0021583407651633024 10502.1884765625 10996.1318359375 1995.808837890625
./seed_2/lr_0.1mu_0.51_c_0.0-150.pt	12.1856365 6.040119 5.0120473 4.395786 3.678577 3.1498654 2.9907525 2.7762642 2.3548555 2.273833	0.519175112247467 0.4509807229042053 0.002399722347036004 11797.48828125 11777.220703125 2074.390869140625 0.007039759773761034 0.011507769115269184 0.03654887154698372 11797.48828125 11777.220703125 2074.390869140625 0.005505399778485298 0.012619729153811932 0.0014545987360179424 11797.48828125 11777.220703125 2074.390869140625 0.42779892683029175 0.3660706877708435 0.002403520280495286 11797.48828125 11777.220703125 2074.390869140625 0.1847531497478485 0.1144651547074318 0.008372644893825054 11797.48828125 11777.220703125 2074.390869140625 0.010500193573534489 0.0012295338092371821 0.00454352842643857 11797.48828125 11777.220703125 2074.390869140625 0.012104606255888939 0.012825927697122097 1.0437205673952121e-05 11797.48828125 11777.220703125 2074.390869140625 0.00022595156042370945 0.003056098008528352 0.0016200885875150561 11797.48828125 11777.220703125 2074.390869140625 0.047244593501091 0.07446666061878204 0.0030833107884973288 11797.48828125 11777.220703125 2074.390869140625 4.176776656095171e-06 0.0015791950281709433 0.0017458030488342047 11797.48828125 11777.220703125 2074.390869140625
./seed_2/lr_0.1mu_0.51_c_0.0-200.pt	8.504774 3.212272 2.5768056 2.1958764 1.9928861 1.8882629 1.8075968 1.6536144 1.4792821 1.3507899	0.6557601690292358 0.7866608500480652 0.005951934494078159 12540.48828125 12312.0556640625 2090.012939453125 0.024541394785046577 0.005262046121060848 0.0070756650529801846 12540.48828125 12312.0556640625 2090.012939453125 0.1560487449169159 0.14653071761131287 0.00014973824727348983 12540.48828125 12312.0556640625 2090.012939453125 0.060765307396650314 0.054434891790151596 0.00017406439292244613 12540.48828125 12312.0556640625 2090.012939453125 0.06873541325330734 0.18670226633548737 0.028871528804302216 12540.48828125 12312.0556640625 2090.012939453125 0.010631043463945389 0.02519182115793228 0.003092734608799219 12540.48828125 12312.0556640625 2090.012939453125 0.006829358637332916 0.0034525387454777956 0.0005703329225070775 12540.48828125 12312.0556640625 2090.012939453125 0.0055323014967143536 0.005345611367374659 0.021754199638962746 12540.48828125 12312.0556640625 2090.012939453125 0.1222720667719841 0.08202261477708817 0.004004152957350016 12540.48828125 12312.0556640625 2090.012939453125 0.054762206971645355 0.04855607822537422 0.00018656226166058332 12540.48828125 12312.0556640625 2090.012939453125
./seed_2/lr_0.1mu_0.51_c_0.0-250.pt	1.5632179 1.2533927 1.1535504 1.1389741 0.86629903 0.82541084 0.7644302 0.66915613 0.62191796 0.5918501	0.12375214695930481 0.13329701125621796 0.00017727124213706702 13054.0322265625 12702.6630859375 2085.316650390625 0.029799731448292732 0.026744505390524864 8.26009054435417e-05 13054.0322265625 12702.6630859375 2085.316650390625 0.0885566771030426 0.057924628257751465 0.0032386842649430037 13054.0322265625 12702.6630859375 2085.316650390625 0.08486437052488327 0.06625724583864212 0.0011498923413455486 13054.0322265625 12702.6630859375 2085.316650390625 0.04307996854186058 0.18968109786510468 0.05196886137127876 13054.0322265625 12702.6630859375 2085.316650390625 0.004957347642630339 0.02549132890999317 0.007965844124555588 13054.0322265625 12702.6630859375 2085.316650390625 0.0012473897077143192 0.010400565341114998 0.01885172724723816 13054.0322265625 12702.6630859375 2085.316650390625 0.0016190474852919579 0.0015211360296234488 0.006278844550251961 13054.0322265625 12702.6630859375 2085.316650390625 0.0016569329891353846 0.01972280815243721 0.00994657352566719 13054.0322265625 12702.6630859375 2085.316650390625 0.015263083390891552 3.037151509488467e-05 0.016655152663588524 13054.0322265625 12702.6630859375 2085.316650390625
./seed_2/lr_0.1mu_0.51_c_0.0-300.pt	2.7453737 1.4290894 1.333831 1.0825596 0.99202406 0.88855064 0.8229459 0.73878306 0.70481044 0.66808957	0.0015189601108431816 7.396234286716208e-05 0.0009225642425008118 13455.357421875 13022.75 2070.046142578125 0.22508639097213745 0.20508800446987152 0.0004651056951843202 13455.357421875 13022.75 2070.046142578125 0.16031154990196228 0.16996289789676666 0.00014104526781011373 13455.357421875 13022.75 2070.046142578125 0.04114168509840965 0.01793099381029606 0.004750997759401798 13455.357421875 13022.75 2070.046142578125 0.10048465430736542 0.27807149291038513 0.044239457696676254 13455.357421875 13022.75 2070.046142578125 0.0005225911154411733 0.007826682180166245 0.0043044500052928925 13455.357421875 13022.75 2070.046142578125 6.523531919810921e-05 0.004220092203468084 0.0053347013890743256 13455.357421875 13022.75 2070.046142578125 0.017995813861489296 0.019372493028640747 2.5367522539454512e-05 13455.357421875 13022.75 2070.046142578125 0.004011545330286026 0.00013685978774446994 0.0026664910838007927 13455.357421875 13022.75 2070.046142578125 0.025766834616661072 0.03588759899139404 0.0008363520028069615 13455.357421875 13022.75 2070.046142578125
