Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2730    12.4800     2.1453    18.2900    10.9904      0.9750
   2     0.1000     2.2522    13.4940     2.1259    19.0800    10.0011      0.9672
   3     0.1000     2.0619    19.1780     1.9611    23.9100    10.1169      0.9614
   4     0.1000     1.9565    22.5980     1.8122    27.6600     9.9286      0.9568
   5     0.1000     1.8095    29.1240     1.7836    31.0100    10.1157      0.9527
   6     0.1000     1.6859    34.6440     1.7102    34.8100     9.9767      0.9492
   7     0.1000     1.5827    39.5340     1.4176    46.5100     9.9905      0.9459
   8     0.1000     1.4725    45.0940     1.3466    50.7300    10.0357      0.9431
   9     0.1000     1.3574    50.8140     1.1852    56.9300     9.9778      0.9404
  10     0.1000     1.2268    56.1720     1.1772    58.9200     9.9536      0.9379
  11     0.1000     1.1172    60.8760     0.9913    65.1900    10.1735      0.9356
  12     0.1000     0.9999    65.0140     0.9149    68.1900     9.8973      0.9334
  13     0.1000     0.9174    68.1460     0.8429    71.2800     9.9990      0.9313
  14     0.1000     0.8574    70.6140     0.8133    71.4900    10.0542      0.9294
  15     0.1000     0.7753    73.5680     0.7550    74.6900    10.0355      0.9275
