Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.1155    20.6580     2.1071    20.6800    15.3645      0.9481
   2     0.1000     1.9957    22.7560     1.9743    23.8900    13.4064      0.9215
   3     0.1000     1.8859    25.0180     1.8754    25.3800    13.3125      0.9001
   4     0.1000     1.7284    30.7340     1.7077    30.8100    13.1032      0.8815
   5     0.1000     1.8134    31.6560     1.7105    34.4600    13.2710      0.8648
   6     0.1000     1.5741    37.4160     1.5296    39.0000    13.0879      0.8495
   7     0.1000     1.3809    48.7620     1.3603    49.0000    13.1154      0.8353
   8     0.1000     1.2781    53.0120     1.2399    54.0300    13.2433      0.8221
   9     0.1000     1.1244    59.4120     1.1092    60.0700    13.1770      0.8095
  10     0.1000     1.0535    62.3500     1.0770    61.6200    13.1208      0.7977
  11     0.1000     0.9420    66.8960     0.9661    66.1800    13.1277      0.7864
  12     0.1000     0.8346    70.8860     0.8414    70.6600    13.2974      0.7756
  13     0.1000     0.7705    73.2640     0.8076    72.0700    13.1047      0.7653
  14     0.1000     0.7701    73.0340     0.8049    72.9500    13.1718      0.7552
  15     0.1000     1.0152    66.3400     1.0973    65.0400    13.1493      0.7457
  16     0.1000     0.6024    79.2540     0.6768    77.2900    13.2387      0.7364
