Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2569    13.2960     2.1201    18.8300    10.8861      0.9627
   2     0.1000     2.0921    18.9800     1.9220    23.4800    10.0090      0.9469
   3     0.1000     1.9568    22.7740     1.8197    27.2100     9.9770      0.9348
   4     0.1000     1.8394    27.2140     1.7133    32.1700    10.0336      0.9247
   5     0.1000     1.7065    33.6820     1.6933    34.9000    10.1406      0.9157
   6     0.1000     1.5859    39.0340     1.5306    43.0500    10.0839      0.9075
   7     0.1000     1.4907    44.2460     1.4359    47.9500    10.1563      0.9002
   8     0.1000     1.3780    50.1300     1.2378    55.1800    10.0948      0.8933
   9     0.1000     1.2358    56.0340     1.0412    62.3000    10.0845      0.8869
  10     0.1000     1.1040    60.8700     1.0209    64.1900    10.2048      0.8809
  11     0.1000     0.9968    65.2660     0.8686    70.2200    10.1051      0.8751
  12     0.1000     0.9033    68.6580     0.9612    66.8800    10.0798      0.8697
  13     0.1000     0.8312    71.5960     0.8171    73.0800    10.0660      0.8645
  14     0.1000     0.7711    73.7060     0.7466    74.1800    10.1488      0.8595
  15     0.1000     0.7211    75.6040     0.9563    68.2300    10.1462      0.8547
