Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2215    13.8620     2.2002    14.8300    14.8325      0.9751
   2     0.1000     1.9321    24.0220     1.9020    24.8100    13.3454      0.9671
   3     0.1000     1.7664    32.1360     1.7241    33.4100    13.3705      0.9614
   4     0.1000     1.5808    38.8240     1.5669    38.8900    13.3097      0.9568
   5     0.1000     1.5560    42.2100     1.4860    43.9900    13.1812      0.9528
   6     0.1000     1.3102    50.8100     1.2891    51.0700    13.2797      0.9493
   7     0.1000     1.1646    58.0000     1.1441    58.3500    13.1873      0.9461
   8     0.1000     1.1577    58.6280     1.1266    59.5000    13.2580      0.9433
   9     0.1000     0.8872    68.4760     0.8883    69.0500    13.2212      0.9407
  10     0.1000     0.8926    68.0580     0.9164    67.9400    13.2881      0.9382
  11     0.1000     0.8288    71.2140     0.8143    72.2100    13.2526      0.9359
  12     0.1000     0.6855    76.1740     0.7229    75.5000    13.3747      0.9337
  13     0.1000     0.6480    77.9240     0.6827    76.5900    13.2908      0.9316
  14     0.1000     0.6723    76.8140     0.7342    75.6400    13.2438      0.9296
  15     0.1000     0.5711    80.4720     0.6261    79.1300    13.1790      0.9278
  16     0.1000     0.5802    80.2480     0.6417    78.5400    13.2548      0.9260
