Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2814    11.8060     2.1692    17.9400    16.8358      0.9751
   2     0.1000     2.1976    15.7540     2.0234    21.1800    15.6143      0.9672
   3     0.1000     1.9766    22.1180     1.9517    24.5100    15.7210      0.9614
   4     0.1000     1.8302    27.9580     1.6756    35.1300    15.7934      0.9568
   5     0.1000     1.7175    33.5680     1.9248    27.2700    15.6139      0.9528
   6     0.1000     1.5942    39.2400     1.5299    42.6000    15.5728      0.9493
   7     0.1000     1.4824    45.2980     1.3470    51.0900    15.6215      0.9461
   8     0.1000     1.3594    50.7100     1.1930    57.0900    15.8251      0.9432
   9     0.1000     1.2187    56.6660     1.1361    59.9000    15.7163      0.9405
  10     0.1000     1.0850    61.6500     0.9556    65.5900    15.6744      0.9380
  11     0.1000     0.9974    65.0220     0.8493    69.7800    15.6584      0.9357
  12     0.1000     0.9053    68.4780     0.8253    71.3900    15.7018      0.9336
  13     0.1000     0.8349    71.0540     0.8871    69.8100    15.5766      0.9314
  14     0.1000     0.7702    73.7680     0.7752    72.7700    15.5969      0.9295
  15     0.1000     0.7238    75.5100     0.7955    73.6400    15.6979      0.9276
