Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2187    15.0600     2.0801    20.8100    11.3867      0.9751
   2     0.1000     2.0463    21.1380     1.8843    27.3700    10.5166      0.9671
   3     0.1000     1.8777    27.5100     2.1963    19.8400    10.3986      0.9614
   4     0.1000     1.7250    34.1380     1.5481    41.4200    10.4947      0.9567
   5     0.1000     1.5889    40.7640     1.5097    42.8700    10.5998      0.9528
   6     0.1000     1.4575    46.7020     1.3777    49.5600    10.4279      0.9492
   7     0.1000     1.3181    52.6420     1.2739    55.8100    10.4605      0.9461
   8     0.1000     1.1763    58.1620     1.3936    51.7300    10.4789      0.9432
   9     0.1000     1.0491    63.0880     0.9181    67.5700    10.6316      0.9406
  10     0.1000     0.9529    66.8420     0.9316    68.0000    10.4361      0.9381
  11     0.1000     0.8785    69.8160     0.7761    73.5900    10.5408      0.9357
  12     0.1000     0.8004    72.5920     0.7829    73.5400    10.4660      0.9336
  13     0.1000     0.7474    74.6900     0.6984    76.1500    10.6296      0.9316
  14     0.1000     0.6869    76.7860     0.6874    76.4000    10.5988      0.9296
  15     0.1000     0.6472    78.3000     0.8750    70.7600    10.5471      0.9277
