Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.0356    21.9640     2.0176    23.2700    16.3157      1.0000
   2     0.1000     1.9328    23.3380     1.8790    25.3600    15.3979      1.0000
   3     0.1000     1.8534    32.4540     1.8022    34.0500    15.5740      1.0000
   4     0.1000     1.5137    43.1100     1.4791    43.9200    15.6489      1.0000
   5     0.1000     1.6094    43.1160     1.5209    45.3800    15.5406      1.0000
   6     0.1000     1.2294    55.2040     1.2141    55.2500    15.6949      1.0000
   7     0.1000     1.1143    60.2460     1.0866    61.4300    15.6223      1.0000
   8     0.1000     0.9903    64.1980     1.0044    63.7000    15.5590      1.0000
   9     0.1000     0.9591    66.1820     0.9567    66.4700    15.9823      1.0000
  10     0.1000     0.7821    72.5840     0.8032    72.3900    15.7491      1.0000
  11     0.1000     0.8349    70.0880     0.8505    70.6200    15.5323      1.0000
  12     0.1000     0.7819    72.7120     0.8148    72.4400    16.1659      1.0000
  13     0.1000     0.5949    79.4140     0.6313    78.8300    15.5859      1.0000
  14     0.1000     0.8233    72.9380     0.8638    72.8000    15.4972      1.0000
  15     0.1000     0.5608    80.5700     0.6310    79.2100    15.6724      1.0000
  16     0.1000     0.5635    81.0980     0.6235    79.5000    16.3771      1.0000
