Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2886    11.5320     2.2890    10.9000    10.7864      0.9252
   2     0.1000     2.2174    15.0760     2.3109    10.0000    10.0325      0.8789
   3     0.1000     2.2866    12.1400     2.2009    17.5200    10.1708      0.8398
   4     0.1000     2.0135    19.5000     1.9272    22.5200    10.3622      0.8048
   5     0.1000     1.9210    23.1640     1.8344    28.2000    10.2391      0.7728
   6     0.1000     1.8472    27.5800     1.7936    28.8700    10.3690      0.7431
   7     0.1000     1.7747    31.0180     1.6806    35.9200    10.2914      0.7153
   8     0.1000     1.6952    34.4100     1.6054    37.4300    10.2201      0.6891
   9     0.1000     1.6239    37.5720     1.5560    40.3800    10.2752      0.6643
  10     0.1000     1.5520    40.6120     1.4780    45.2900    10.2541      0.6407
  11     0.1000     1.4742    44.9700     1.3172    51.7400    10.3130      0.6184
  12     0.1000     1.3890    48.9240     1.2771    53.6800    10.3457      0.5971
  13     0.1000     1.2969    53.1200     1.1925    56.3100    10.2722      0.5769
  14     0.1000     1.1928    57.1780     1.1898    58.3700    10.3547      0.5575
  15     0.1000     1.1127    60.6560     1.0388    63.5700    10.2470      0.5391
