Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2516    13.5780     2.1562    20.2400    17.6035      0.9627
   2     0.1000     2.2019    15.5600     2.0207    21.2400    15.5276      0.9470
   3     0.1000     2.0020    21.0900     2.0412    19.0000    15.5283      0.9348
   4     0.1000     1.9006    24.8540     1.7178    30.5100    15.5980      0.9246
   5     0.1000     1.7522    31.4220     1.7519    31.1600    15.5357      0.9157
   6     0.1000     1.6384    37.0480     1.7965    33.8300    15.4257      0.9076
   7     0.1000     1.5482    41.3980     1.4931    43.3700    15.4216      0.9001
   8     0.1000     1.4305    47.3960     1.3840    50.8200    15.5409      0.8932
   9     0.1000     1.2971    53.5900     1.2614    54.6800    15.5545      0.8868
  10     0.1000     1.1672    58.5000     1.0210    64.0100    15.4776      0.8808
  11     0.1000     1.0598    62.7060     0.9277    67.4500    15.4201      0.8751
  12     0.1000     0.9630    66.5080     0.9391    67.5600    15.5257      0.8697
  13     0.1000     0.8789    69.7960     0.7854    72.4400    15.5222      0.8644
  14     0.1000     0.8142    72.0840     0.7469    74.2800    15.5282      0.8595
  15     0.1000     0.7573    74.1500     0.7882    73.5900    15.4767      0.8547
