Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2730    12.2740     2.1615    17.9700    11.1355      0.9481
   2     0.1000     2.1205    18.5760     1.9491    23.0300    10.3910      0.9215
   3     0.1000     1.9712    22.4220     1.9175    23.5100    10.3674      0.9001
   4     0.1000     1.9500    23.1460     1.7815    28.5600    10.5184      0.8815
   5     0.1000     1.8635    25.9060     1.8038    30.0800    10.1826      0.8647
   6     0.1000     1.7080    33.4500     1.7071    32.6400    10.2373      0.8494
   7     0.1000     1.5948    38.4180     1.5000    42.8000    10.4355      0.8352
   8     0.1000     1.4989    42.8820     1.4116    47.6100    10.3343      0.8218
   9     0.1000     1.4081    47.9440     1.3530    49.9100    10.6493      0.8092
  10     0.1000     1.3105    52.9120     1.3038    54.6700    10.1676      0.7974
  11     0.1000     1.1829    58.2540     1.0301    63.6100    10.2762      0.7860
  12     0.1000     1.0589    62.7920     0.9762    66.2700    10.6590      0.7752
  13     0.1000     0.9717    66.1660     0.8978    68.7300    10.2651      0.7648
  14     0.1000     0.8898    69.3280     0.8590    71.1300    10.2643      0.7548
  15     0.1000     0.8242    71.7880     0.7767    73.6500    10.3218      0.7452
