Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.1600    19.3180     2.1524    19.1900    15.3778      0.9252
   2     0.1000     2.2511    12.7400     2.2343    12.5700    13.4343      0.8789
   3     0.1000     1.9822    21.4300     1.9656    22.3600    13.5118      0.8398
   4     0.1000     1.8490    27.0340     1.8131    28.1000    13.5348      0.8049
   5     0.1000     1.7226    32.3300     1.6776    32.8900    13.3819      0.7729
   6     0.1000     1.6445    34.5420     1.6029    36.0700    13.6146      0.7433
   7     0.1000     1.5568    38.6000     1.5305    39.3200    13.4837      0.7156
   8     0.1000     1.4725    43.0000     1.4706    43.2200    13.3856      0.6895
   9     0.1000     1.3416    49.9800     1.3317    50.0400    13.5643      0.6648
  10     0.1000     1.2127    55.7000     1.2176    55.5900    13.3690      0.6415
  11     0.1000     1.1285    59.2620     1.1022    60.4600    13.4431      0.6194
  12     0.1000     1.0519    62.5280     1.1026    60.9500    13.3754      0.5983
  13     0.1000     0.9037    68.1940     0.9082    68.1900    13.4616      0.5782
  14     0.1000     0.8729    68.6580     0.8939    68.5900    13.4226      0.5590
  15     0.1000     0.7972    71.7640     0.8258    71.5700    13.4399      0.5406
  16     0.1000     0.7150    75.4760     0.7484    74.6700    13.4792      0.5230
