Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.0389    22.3840     2.0282    22.9200    14.1967      0.9751
   2     0.1000     2.1147    18.2460     2.0564    19.8700    13.1813      0.9671
   3     0.1000     1.7673    32.0040     1.7304    33.1100    13.4656      0.9614
   4     0.1000     1.5574    39.5700     1.5435    39.8800    13.1308      0.9568
   5     0.1000     1.6342    41.4920     1.5418    43.9800    13.1925      0.9528
   6     0.1000     1.3113    51.3040     1.2983    51.1900    13.2209      0.9492
   7     0.1000     1.1928    56.9960     1.1572    57.9500    13.2592      0.9461
   8     0.1000     1.1504    59.1540     1.1544    58.5000    13.3305      0.9433
   9     0.1000     0.9227    67.0980     0.9220    67.1000    13.2213      0.9406
  10     0.1000     0.8522    70.1560     0.8736    69.5200    13.2826      0.9382
  11     0.1000     0.7554    73.4860     0.7701    73.5400    13.2154      0.9358
  12     0.1000     0.7321    74.5640     0.7547    74.5100    13.3321      0.9336
  13     0.1000     0.6457    77.8180     0.6802    77.2000    13.2885      0.9316
  14     0.1000     0.6384    77.8780     0.6829    77.4000    13.3408      0.9296
  15     0.1000     0.6828    76.6620     0.7548    75.2300    13.1024      0.9278
  16     0.1000     0.5624    80.5340     0.6167    79.4700    13.1345      0.9260
