Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2270    14.6540     2.2575    12.3100    16.3039      0.9627
   2     0.1000     2.0438    20.8860     1.8809    26.3400    14.7346      0.9469
   3     0.1000     1.9098    25.8520     2.2818    17.2800    14.6427      0.9348
   4     0.1000     1.7936    30.7800     1.5903    39.6600    14.5997      0.9247
   5     0.1000     1.6351    38.1640     1.4928    44.4500    14.5842      0.9157
   6     0.1000     1.5089    44.1140     1.6301    39.0700    14.6134      0.9077
   7     0.1000     1.3859    49.5860     1.2465    55.3800    14.6350      0.9003
   8     0.1000     1.2459    55.3400     1.1590    58.6300    14.6173      0.8934
   9     0.1000     1.1094    60.8500     0.9591    66.4500    14.6101      0.8870
  10     0.1000     1.0012    64.9120     1.0109    64.6100    14.5866      0.8810
  11     0.1000     0.9165    68.3520     0.8141    71.7900    14.5990      0.8753
  12     0.1000     0.8389    71.2260     0.8598    70.9500    14.6114      0.8699
  13     0.1000     0.7778    73.4620     0.7433    74.5900    14.6156      0.8647
  14     0.1000     0.7169    75.7160     0.7238    74.7700    14.6232      0.8597
  15     0.1000     0.6745    77.3260     0.7183    75.3600    14.6251      0.8549
