Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2413    13.9560     2.1376    19.9900    10.8853      1.0000
   2     0.1000     2.1244    17.7440     1.9198    22.7400     9.9963      1.0000
   3     0.1000     1.9900    22.3520     1.8339    26.2600     9.9327      1.0000
   4     0.1000     1.8172    29.0500     1.6487    34.3600     9.9476      1.0000
   5     0.1000     1.6964    34.9320     1.5902    39.9500     9.8903      1.0000
   6     0.1000     1.5621    41.2580     1.9369    27.1300     9.9943      1.0000
   7     0.1000     1.4358    47.3540     1.4120    49.9800     9.9903      1.0000
   8     0.1000     1.3057    52.9900     1.1733    58.1500    10.1416      1.0000
   9     0.1000     1.1648    58.8420     0.9939    64.9900    10.0617      1.0000
  10     0.1000     1.0397    63.2680     0.9785    64.9700    10.0169      1.0000
  11     0.1000     0.9522    66.7020     0.8392    70.7000    10.0188      1.0000
  12     0.1000     0.8668    70.0020     0.9297    67.4300    10.1042      1.0000
  13     0.1000     0.8039    72.3420     0.7591    73.9500    10.0567      1.0000
  14     0.1000     0.7497    74.6520     0.7397    73.7900     9.9508      1.0000
  15     0.1000     0.6999    76.2220     0.6639    77.7000    10.1022      1.0000
