Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.0372    22.4100     2.0287    22.9600    14.3593      0.9481
   2     0.1000     2.0088    21.0380     1.9905    22.2300    13.2472      0.9215
   3     0.1000     1.7613    32.0680     1.7213    33.6700    13.3571      0.9001
   4     0.1000     1.6149    37.4720     1.5892    38.7400    13.5540      0.8815
   5     0.1000     1.5160    42.6960     1.4958    42.4500    13.2645      0.8650
   6     0.1000     1.3784    48.0840     1.3487    48.6100    13.2631      0.8497
   7     0.1000     1.2717    54.4660     1.2307    55.0500    13.3377      0.8356
   8     0.1000     1.1903    57.2520     1.1677    57.9400    13.3783      0.8224
   9     0.1000     1.0035    64.4620     0.9961    64.7000    13.2899      0.8099
  10     0.1000     0.9059    68.1260     0.9324    67.3600    13.2374      0.7981
  11     0.1000     0.8791    69.1440     0.8705    69.6700    13.2888      0.7867
  12     0.1000     0.7802    72.6760     0.8088    72.2100    13.1781      0.7759
  13     0.1000     0.7236    74.9220     0.7533    74.4000    13.3286      0.7656
  14     0.1000     0.6857    76.3660     0.7313    75.8900    13.0731      0.7556
  15     0.1000     0.6942    76.6200     0.7699    74.9100    13.3851      0.7461
  16     0.1000     0.5625    80.9080     0.6167    79.4100    13.1422      0.7368
