Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2089    14.4260     2.1783    15.7200    15.3779      0.9481
   2     0.1000     1.9719    21.8420     1.9567    23.3200    13.2201      0.9215
   3     0.1000     1.7801    30.8480     1.7453    31.5400    13.2770      0.9001
   4     0.1000     1.6446    36.0520     1.6089    37.3500    13.2152      0.8816
   5     0.1000     1.5660    40.8820     1.5615    40.6900    13.2250      0.8649
   6     0.1000     1.4072    46.6600     1.3969    46.3900    13.0874      0.8497
   7     0.1000     1.2534    54.6920     1.2429    54.3500    13.1844      0.8355
   8     0.1000     1.1714    57.4140     1.1468    57.8200    13.3064      0.8223
   9     0.1000     0.9838    65.1200     0.9760    65.4800    13.3258      0.8099
  10     0.1000     0.9617    65.8540     1.0030    65.0200    13.1076      0.7980
  11     0.1000     0.9674    66.1580     0.9575    66.6100    13.1099      0.7867
  12     0.1000     0.8050    71.9140     0.8314    71.3200    13.1743      0.7759
  13     0.1000     0.7105    75.5540     0.7403    74.9600    13.0839      0.7655
  14     0.1000     0.7591    73.9520     0.8009    72.8000    13.1953      0.7556
  15     0.1000     0.8382    71.8920     0.8754    71.6800    13.0221      0.7460
  16     0.1000     0.6719    76.9340     0.7168    76.0800    13.0909      0.7367
