Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  16     0.1000     1.2013    57.0460     1.2491    54.2200    10.0322      0.5198
  17     0.1000     1.1048    60.8880     1.0045    64.7100    10.0347      0.5028
  18     0.1000     1.0281    63.6580     1.0294    64.1700     9.9255      0.4863
  19     0.1000     0.9566    66.3920     1.0446    63.3700    10.2448      0.4706
  20     0.1000     0.8902    68.9620     0.8468    70.4400    10.0238      0.4555
  21     0.1000     0.8440    70.6800     0.9319    69.7400    10.0614      0.4410
  22     0.1000     0.7956    72.9340     0.8073    71.7400    10.0314      0.4271
  23     0.1000     0.7431    74.7720     0.7114    75.8700    10.0649      0.4137
  24     0.1000     0.6989    76.4540     0.7344    75.6700    10.0018      0.4008
  25     0.1000     0.6681    77.5940     0.7881    74.2100     9.9227      0.3884
  26     0.1000     0.6380    78.6480     0.6176    79.5900    10.2143      0.3764
  27     0.1000     0.5997    80.0740     0.6480    78.1800    10.1522      0.3649
  28     0.1000     0.5771    80.8740     0.7011    77.8700     9.9845      0.3538
  29     0.1000     0.5472    81.7440     0.6061    80.2900     9.9478      0.3431
  30     0.1000     0.5318    82.4400     0.7773    75.6200    10.1065      0.3328
  31     0.1000     0.5000    83.4040     0.5899    81.0500     9.9500      0.3229
  32     0.1000     0.4839    84.0080     0.5483    82.1700    10.0728      0.3133
  33     0.1000     0.4614    84.8420     0.5904    81.6600    10.0763      0.3041
  34     0.1000     0.4444    85.4000     0.5072    83.3300    10.3812      0.2953
  35     0.1000     0.4243    86.1040     0.5879    81.4200    10.1992      0.2868
  36     0.1000     0.4133    86.4480     0.5780    82.4300     9.9955      0.2786
  37     0.1000     0.3952    87.0820     0.6486    79.9900    10.2605      0.2707
  38     0.1000     0.3865    87.1920     0.5886    81.6300    10.0440      0.2631
  39     0.1000     0.3628    88.0960     0.5320    83.7100     9.9881      0.2558
  40     0.1000     0.3508    88.5160     0.5131    84.2800    10.0770      0.2486
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  41     0.1000     0.3436    88.6000     0.5162    84.4000    10.1769      0.2418
  42     0.1000     0.3334    89.0440     0.5353    83.8800    10.0705      0.2352
  43     0.1000     0.3172    89.5320     0.4828    85.6800     9.9876      0.2289
  44     0.1000     0.3079    89.7740     0.5032    84.8400     9.9958      0.2228
  45     0.1000     0.2984    90.1720     0.5044    84.6100    10.1490      0.2169
  46     0.1000     0.2911    90.2500     0.4623    86.2000     9.9869      0.2112
  47     0.1000     0.2796    90.8660     0.5651    83.8200    10.2189      0.2057
  48     0.1000     0.2721    91.0780     0.5540    84.4900    10.2112      0.2005
  49     0.1000     0.2598    91.4340     0.5068    85.9100     9.9921      0.1954
  50     0.1000     0.2514    91.8300     0.4724    85.9000    10.2696      0.1904
  51     0.1000     0.2413    92.1260     0.4726    86.5700    10.3220      0.1856
  52     0.1000     0.2371    92.1760     0.5523    84.4600     9.9739      0.1810
  53     0.1000     0.2231    92.6180     0.6082    83.8300     9.9325      0.1765
  54     0.1000     0.2240    92.7140     0.4509    87.2200    10.2417      0.1722
  55     0.1000     0.2127    93.0800     0.4566    86.8100    10.1313      0.1681
  56     0.1000     0.2056    93.3220     0.6584    83.9600    10.0114      0.1641
  57     0.1000     0.2058    93.2900     0.4507    86.7000    10.1381      0.1603
  58     0.1000     0.1965    93.6200     0.4794    86.4300     9.9502      0.1566
  59     0.1000     0.1921    93.7180     0.6692    82.7500    10.3888      0.1529
  60     0.1000     0.1900    93.7780     0.5979    83.8600    10.0458      0.1495
  61     0.1000     0.1786    94.1300     0.6088    85.5400    10.1114      0.1462
  62     0.1000     0.1774    94.3440     0.4457    87.7300    10.0804      0.1429
  63     0.1000     0.1729    94.4040     0.4620    87.5100    10.0915      0.1397
  64     0.1000     0.1654    94.6360     0.4608    87.3400    10.1301      0.1367
  65     0.1000     0.1616    94.6440     0.5572    85.2700     9.9824      0.1337
  66     0.1000     0.1525    94.9560     0.5996    85.2800    10.0062      0.1309
  67     0.1000     0.1526    94.9580     0.4411    88.1600    10.0405      0.1281
  68     0.1000     0.1507    95.0660     0.5108    86.2800     9.9773      0.1254
  69     0.1000     0.1482    95.2340     0.4775    87.4900    10.3447      0.1228
  70     0.1000     0.1402    95.3320     0.4619    88.0200    10.1069      0.1204
  71     0.1000     0.1432    95.3360     0.4632    87.9500    10.0696      0.1180
  72     0.1000     0.1296    95.7160     0.5210    88.0200    10.0967      0.1156
  73     0.1000     0.1308    95.6760     0.5135    87.3900    10.0284      0.1133
  74     0.1000     0.1353    95.6460     0.4710    88.3900    10.0324      0.1111
  75     0.1000     0.1253    95.9620     0.5200    87.0100    10.0831      0.1090
  76     0.1000     0.1278    95.7820     0.4908    87.7000    10.2610      0.1070
  77     0.1000     0.1202    96.1320     0.4802    87.5700    10.2728      0.1050
  78     0.1000     0.1213    96.0420     0.4625    87.9700    10.1570      0.1030
  79     0.1000     0.1098    96.4460     0.5278    87.5600    10.2301      0.1012
  80     0.1000     0.1140    96.2760     0.4915    87.9300    10.3445      0.0994
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  81     0.1000     0.1135    96.2860     0.4984    87.5800    10.0396      0.0976
  82     0.1000     0.1074    96.4720     0.4955    87.5200    10.1342      0.0960
  83     0.1000     0.1062    96.4760     0.5185    87.2300    10.0204      0.0944
  84     0.1000     0.1014    96.7440     0.5580    87.3100     9.9671      0.0928
  85     0.1000     0.1010    96.7800     0.6662    85.8000    10.2543      0.0913
  86     0.1000     0.1004    96.7540     0.5615    87.0400    10.1278      0.0899
  87     0.1000     0.0976    96.7440     0.5627    87.4300    10.0288      0.0885
  88     0.1000     0.0973    96.8520     0.6016    87.0800    10.0690      0.0871
  89     0.1000     0.1017    96.6940     0.5157    87.6600    10.3303      0.0858
  90     0.1000     0.0912    97.0420     0.5431    88.0700    10.1122      0.0845
  91     0.1000     0.0892    97.0940     0.5515    87.7200    10.0064      0.0833
  92     0.1000     0.0865    97.1460     0.5060    88.3800    10.0929      0.0821
  93     0.1000     0.0861    97.2100     0.5414    87.7500    10.0998      0.0809
  94     0.1000     0.0843    97.3000     0.5553    87.5300    10.0711      0.0798
  95     0.1000     0.0836    97.3340     0.5992    86.9800     9.9790      0.0787
  96     0.1000     0.0779    97.4540     0.5890    87.4100     9.9134      0.0776
  97     0.1000     0.0742    97.5540     0.5922    87.4900    10.0765      0.0766
  98     0.1000     0.0757    97.5720     0.5231    88.0000     9.9449      0.0756
  99     0.1000     0.0750    97.5780     0.5181    88.1800    10.0120      0.0746
 100     0.1000     0.0770    97.4620     0.5602    87.5700    10.0001      0.0736
 101     0.1000     0.0732    97.6540     0.5738    87.3600     9.8556      0.0727
 102     0.1000     0.0741    97.5760     0.5483    87.9200     9.9617      0.0719
 103     0.1000     0.0730    97.6620     0.5611    87.9300     9.9088      0.0710
 104     0.1000     0.0688    97.8660     0.7313    85.5800     9.9981      0.0702
 105     0.1000     0.0672    97.7880     0.5932    88.2100    10.0390      0.0694
 106     0.1000     0.0680    97.7960     0.5440    88.5200    10.0194      0.0686
 107     0.1000     0.0689    97.7120     0.5762    87.8700    10.0248      0.0678
 108     0.1000     0.0665    97.8420     0.5218    88.9400    10.2705      0.0671
 109     0.1000     0.0650    97.8740     0.5353    88.6200     9.9886      0.0664
 110     0.1000     0.0709    97.7740     0.5146    88.5000     9.8978      0.0657
 111     0.1000     0.0615    98.0240     0.5341    88.7600    10.0096      0.0651
 112     0.1000     0.0682    97.7720     0.6665    86.8000    10.0679      0.0644
 113     0.1000     0.0602    98.0780     0.6709    86.7800    10.0343      0.0638
 114     0.1000     0.0585    98.1000     0.6106    87.9600     9.9528      0.0632
 115     0.1000     0.0600    98.0880     0.5365    88.3000    10.1413      0.0625
 116     0.1000     0.0576    98.1660     0.6008    87.4700    10.0828      0.0620
 117     0.1000     0.0623    97.9720     0.5543    88.7700    10.0546      0.0614
 118     0.1000     0.0569    98.1940     0.6147    87.5600     9.9443      0.0608
 119     0.1000     0.0559    98.2160     0.5082    88.8700     9.9522      0.0603
 120     0.1000     0.0532    98.2480     0.5549    88.6100     9.8977      0.0597
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
 121     0.1000     0.0555    98.3400     0.6285    87.3400    10.0528      0.0592
 122     0.1000     0.0516    98.3420     0.5430    89.0600    10.0520      0.0588
 123     0.1000     0.0509    98.3540     0.6346    88.3600    10.0408      0.0583
 124     0.1000     0.0520    98.3520     0.5496    89.0900    10.1270      0.0578
 125     0.1000     0.0687    97.9820     0.5430    88.4800     9.8912      0.0573
 126     0.1000     0.0523    98.3120     0.5285    89.0000     9.9862      0.0569
 127     0.1000     0.0519    98.3960     0.5491    88.5500     9.9626      0.0565
 128     0.1000     0.0422    98.6480     0.6101    88.6100    10.0329      0.0561
 129     0.1000     0.0551    98.2540     0.5825    88.3100    10.0180      0.0557
 130     0.1000     0.0488    98.4260     0.5683    88.8300    10.0417      0.0553
 131     0.1000     0.0473    98.4780     0.7051    87.0900     9.9856      0.0549
 132     0.1000     0.0479    98.4980     0.5571    88.8100    10.0672      0.0545
 133     0.1000     0.0479    98.4780     0.6320    87.5800    10.0197      0.0541
 134     0.1000     0.0507    98.4160     0.6311    87.1400    10.0017      0.0537
 135     0.1000     0.0498    98.4040     0.6460    87.7100     9.9816      0.0534
 136     0.1000     0.0426    98.6500     0.6376    88.5400     9.9838      0.0531
 137     0.1000     0.0483    98.4980     0.5749    88.7400    10.0020      0.0527
 138     0.1000     0.0425    98.6260     0.6144    88.0000     9.9508      0.0524
 139     0.1000     0.0488    98.4140     0.5374    88.8200    10.0087      0.0521
 140     0.1000     0.0451    98.5380     0.6432    87.9400     9.9418      0.0518
 141     0.1000     0.0448    98.5900     0.6011    89.0600     9.9866      0.0515
 142     0.1000     0.0459    98.4900     0.5984    88.7400    10.1033      0.0512
 143     0.1000     0.0395    98.7120     0.5932    88.8000    10.0496      0.0509
 144     0.1000     0.0430    98.5980     0.5505    89.2200     9.9241      0.0506
 145     0.1000     0.0479    98.4360     0.5853    88.4300    10.0417      0.0503
 146     0.1000     0.0414    98.6760     0.7329    86.1900    10.0961      0.0501
 147     0.1000     0.0421    98.7260     0.6338    88.2100     9.9965      0.0498
 148     0.1000     0.0396    98.7040     0.6665    87.7000    10.0487      0.0495
 149     0.1000     0.0474    98.5400     0.5795    88.5000    10.0732      0.0493
 150     0.1000     0.0403    98.7520     0.5770    89.0500    10.1322      0.0490
 151     0.1000     0.0380    98.7760     0.5828    88.9500    10.0563      0.0488
 152     0.1000     0.0443    98.6060     0.5959    88.9000    10.0754      0.0486
 153     0.1000     0.0426    98.6520     0.5538    89.2100    10.0146      0.0483
 154     0.1000     0.0385    98.7960     0.5963    88.9300    10.0341      0.0481
 155     0.1000     0.0386    98.7520     0.5648    89.3800    10.1474      0.0479
 156     0.1000     0.0341    98.8900     0.6265    89.0100    10.0064      0.0476
 157     0.1000     0.0414    98.7480     0.5924    88.5600    10.0111      0.0474
 158     0.1000     0.0345    98.8320     0.6498    88.2200    10.0063      0.0472
 159     0.1000     0.0390    98.7880     0.5472    89.4400     9.9784      0.0470
 160     0.1000     0.0347    98.9380     0.5788    89.2200    10.1050      0.0467
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
 161     0.1000     0.0355    98.8660     0.5659    89.1000    10.0079      0.0465
 162     0.1000     0.0338    98.9000     0.5948    88.9900    10.1064      0.0463
 163     0.1000     0.0383    98.7920     0.7203    87.2700    10.0894      0.0461
 164     0.1000     0.0366    98.8420     0.5918    89.3000    10.0821      0.0459
 165     0.1000     0.0356    98.8320     0.6810    88.4800     9.9552      0.0457
 166     0.1000     0.0365    98.8420     0.5595    89.4600    10.0853      0.0456
 167     0.1000     0.0358    98.8840     0.5734    89.1100    10.0541      0.0454
 168     0.1000     0.0355    98.9480     0.5886    89.1200    10.0462      0.0452
 169     0.1000     0.0363    98.8740     0.6034    89.1900    10.0225      0.0450
 170     0.1000     0.0354    98.8820     0.5965    89.4600    10.0544      0.0449
 171     0.1000     0.0379    98.8760     0.5977    89.2600    10.0554      0.0447
 172     0.1000     0.0371    98.8600     0.5575    88.8400    10.0682      0.0446
 173     0.1000     0.0382    98.8300     0.5465    89.4800    10.0561      0.0444
 174     0.1000     0.0294    99.0660     0.5840    89.7600    10.0436      0.0442
 175     0.1000     0.0333    98.9300     0.6694    88.5700    10.0705      0.0441
 176     0.1000     0.0343    98.9020     0.6078    89.0700    10.0104      0.0439
 177     0.1000     0.0322    99.0340     0.6651    88.1900    10.0934      0.0437
 178     0.1000     0.0319    99.0040     0.6054    88.4900     9.9841      0.0436
 179     0.1000     0.0315    99.0060     0.5752    89.0700     9.9319      0.0434
 180     0.1000     0.0309    99.0360     0.6392    89.2600     9.9200      0.0433
 181     0.1000     0.0345    98.9180     0.6295    88.8500     9.9057      0.0432
 182     0.1000     0.0355    98.9440     0.6270    88.4800    10.0482      0.0430
 183     0.1000     0.0322    98.9580     0.5847    89.4900     9.9927      0.0429
 184     0.1000     0.0400    98.7580     0.5800    89.1100    10.0762      0.0428
 185     0.1000     0.0302    99.0220     0.6364    88.8500    10.0825      0.0426
 186     0.1000     0.0311    99.0320     0.5976    88.8800    10.0917      0.0425
 187     0.1000     0.0308    99.0700     0.5881    89.2600    10.0248      0.0424
 188     0.1000     0.0333    98.9480     0.5727    88.9300    10.0904      0.0422
 189     0.1000     0.0305    99.0160     0.6799    88.2800     9.9849      0.0421
 190     0.1000     0.0323    98.9600     0.6046    88.8100    10.0410      0.0419
 191     0.1000     0.0310    98.9820     1.0092    84.9700    10.0865      0.0418
 192     0.1000     0.0337    98.9940     0.5589    89.4800    10.0290      0.0417
 193     0.1000     0.0289    99.0920     0.6040    89.2700    10.1032      0.0416
 194     0.1000     0.0313    99.0660     0.6191    89.0200    10.0614      0.0414
 195     0.1000     0.0356    98.8480     0.5993    89.1600    10.0055      0.0413
 196     0.1000     0.0292    99.0520     0.6421    89.0300    10.0239      0.0412
 197     0.1000     0.0315    99.0360     0.6576    88.8400    10.0505      0.0411
 198     0.1000     0.0281    99.0860     0.6181    89.4700    10.1230      0.0410
 199     0.1000     0.0293    99.0500     0.6044    89.2300    10.0843      0.0409
 200     0.1000     0.0281    99.0820     0.6250    89.0100     9.9636      0.0407
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
 201     0.1000     0.0298    99.0780     0.5895    89.5900    10.0285      0.0406
 202     0.1000     0.0272    99.1400     0.6176    89.0100    10.0471      0.0405
 203     0.1000     0.0316    98.9940     0.6286    88.5800    10.0604      0.0404
 204     0.1000     0.0274    99.1260     0.6492    88.7700    10.1118      0.0403
 205     0.1000     0.0258    99.1960     0.6664    88.8900    10.0699      0.0401
 206     0.1000     0.0276    99.1040     0.6081    88.9300     9.9771      0.0400
 207     0.1000     0.0261    99.1880     0.6458    89.0000    10.1027      0.0399
 208     0.1000     0.0274    99.1700     0.5592    89.0500    10.0729      0.0398
 209     0.1000     0.0278    99.1080     0.6351    88.3100    10.0900      0.0397
 210     0.1000     0.0262    99.1600     0.6121    89.2100    10.1777      0.0396
 211     0.1000     0.0317    98.9980     0.6061    89.3100    10.1723      0.0395
 212     0.1000     0.0279    99.1300     0.6039    89.2000    10.1824      0.0395
 213     0.1000     0.0301    99.0320     0.6572    88.7300    10.0534      0.0394
 214     0.1000     0.0259    99.1600     0.6758    89.0000    10.2232      0.0393
 215     0.1000     0.0269    99.1780     0.6598    88.9400    10.2168      0.0392
 216     0.1000     0.0272    99.1540     0.6139    89.1600    10.3144      0.0390
 217     0.1000     0.0322    99.0160     0.5747    89.4300    10.2299      0.0390
 218     0.1000     0.0295    99.0740     0.5841    89.2600    10.2064      0.0389
 219     0.1000     0.0260    99.2020     0.6398    89.0200    10.1272      0.0388
 220     0.1000     0.0269    99.1780     0.6877    88.2900    10.1518      0.0387
 221     0.1000     0.0264    99.1680     0.6033    89.1400    10.2408      0.0386
 222     0.1000     0.0268    99.1760     0.6502    89.1400    10.0776      0.0385
 223     0.1000     0.0258    99.1920     0.6002    89.3700    10.2445      0.0384
 224     0.1000     0.0260    99.2080     0.6060    89.4300    10.2040      0.0383
 225     0.1000     0.0221    99.3540     0.6471    89.1100    10.1940      0.0382
 226     0.1000     0.0242    99.2260     0.6443    88.6700    10.0409      0.0381
 227     0.1000     0.0275    99.1020     0.6331    89.0700    10.1704      0.0380
 228     0.1000     0.0274    99.1420     0.6036    89.7900    10.2562      0.0380
 229     0.1000     0.0241    99.2340     0.6209    89.6300    10.1799      0.0379
 230     0.1000     0.0248    99.2520     0.6112    89.6700    10.4367      0.0378
 231     0.1000     0.0208    99.3640     0.6467    89.3100    10.0056      0.0377
 232     0.1000     0.0278    99.1660     0.6036    89.8600    10.0981      0.0376
 233     0.1000     0.0258    99.1880     0.5702    89.4400    10.1903      0.0375
 234     0.1000     0.0252    99.2240     0.6443    89.0500     9.9584      0.0374
 235     0.1000     0.0264    99.1440     0.6265    89.2400     9.9549      0.0374
 236     0.1000     0.0252    99.1880     0.6460    88.8100     9.9387      0.0373
 237     0.1000     0.0279    99.1000     0.5884    89.3500    10.2342      0.0372
 238     0.1000     0.0236    99.2220     0.6251    88.8200    10.1095      0.0372
 239     0.1000     0.0232    99.2820     0.6500    89.0800    10.1478      0.0371
 240     0.1000     0.0264    99.1880     0.5864    89.5200    10.1184      0.0370
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
 241     0.1000     0.0251    99.2260     0.6423    89.0100    10.0075      0.0369
 242     0.1000     0.0260    99.1760     0.6811    88.6600    10.1815      0.0369
 243     0.1000     0.0236    99.2660     0.6037    89.5000    10.1536      0.0368
 244     0.1000     0.0238    99.2580     0.6508    89.2500    10.3089      0.0367
 245     0.1000     0.0248    99.2500     0.6163    89.2800    10.2704      0.0366
 246     0.1000     0.0254    99.2120     0.6070    89.3600     9.9540      0.0365
 247     0.1000     0.0241    99.2300     0.6280    89.2800    10.0493      0.0364
 248     0.1000     0.0257    99.1920     0.6229    89.3600    10.1257      0.0364
 249     0.1000     0.0244    99.2200     0.6034    89.1100    10.3928      0.0363
 250     0.1000     0.0231    99.3040     0.5754    89.9400    10.2853      0.0363
 251     0.1000     0.0254    99.2620     0.6523    88.5000     9.9275      0.0362
 252     0.1000     0.0249    99.2420     0.5903    89.6000    10.0219      0.0361
 253     0.1000     0.0237    99.2320     0.6540    89.2500    10.1211      0.0360
 254     0.1000     0.0238    99.2460     0.6692    88.5700    10.1255      0.0360
 255     0.1000     0.0253    99.2500     0.6015    89.6800    10.0910      0.0359
 256     0.1000     0.0268    99.1460     0.5930    89.6300    10.1506      0.0359
 257     0.1000     0.0240    99.2740     0.6325    89.1200    10.0307      0.0358
 258     0.1000     0.0289    99.1240     0.6193    89.4100    10.0401      0.0357
 259     0.1000     0.0205    99.3700     0.6126    89.9500    10.0163      0.0357
 260     0.1000     0.0242    99.2720     0.6478    88.3400    10.1520      0.0356
 261     0.1000     0.0232    99.2960     0.6586    88.9200    10.0379      0.0356
 262     0.1000     0.0258    99.2020     0.6258    89.4900    10.0667      0.0355
 263     0.1000     0.0254    99.2100     0.6074    89.6800    10.2152      0.0354
 264     0.1000     0.0208    99.3460     0.6805    88.5600    10.1246      0.0354
 265     0.1000     0.0264    99.2020     0.6160    89.3500     9.9737      0.0353
 266     0.1000     0.0212    99.3100     0.6533    88.8900    10.0572      0.0353
 267     0.1000     0.0263    99.1380     0.6023    89.3500    10.4105      0.0352
 268     0.1000     0.0201    99.3980     0.6366    89.5400    10.0347      0.0351
 269     0.1000     0.0201    99.3940     0.6445    89.5900    10.1349      0.0351
 270     0.1000     0.0243    99.2580     0.7179    88.7500    10.2530      0.0350
 271     0.1000     0.0232    99.2640     0.6397    89.3900    10.1557      0.0350
 272     0.1000     0.0175    99.4440     0.6505    89.9100    10.1452      0.0349
 273     0.1000     0.0215    99.3320     0.6520    89.2500    10.0197      0.0348
 274     0.1000     0.0247    99.2240     0.6221    89.3600    10.0923      0.0347
 275     0.1000     0.0232    99.2700     0.5859    89.4500    10.0751      0.0347
 276     0.1000     0.0246    99.2460     0.6474    89.1300    10.2813      0.0346
 277     0.1000     0.0203    99.3480     0.6975    88.8300    10.2544      0.0346
 278     0.1000     0.0237    99.2620     0.6176    89.3700    10.0981      0.0345
 279     0.1000     0.0216    99.2940     0.6207    89.2100     9.9752      0.0345
 280     0.1000     0.0258    99.1840     0.5858    89.5300     9.9942      0.0344
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
 281     0.1000     0.0243    99.2480     0.5706    89.9600    10.0625      0.0344
 282     0.1000     0.0199    99.3640     0.5738    90.0000    10.0364      0.0343
 283     0.1000     0.0190    99.4080     0.6089    89.6800    10.0666      0.0343
 284     0.1000     0.0235    99.2900     0.7277    87.5500    10.1970      0.0342
 285     0.1000     0.0295    99.1580     0.6085    89.1300    10.3473      0.0342
 286     0.1000     0.0180    99.4540     0.6213    89.4000    10.1371      0.0341
 287     0.1000     0.0201    99.3700     0.6676    88.8700    10.0101      0.0341
 288     0.1000     0.0230    99.2780     0.6292    89.6300    10.1226      0.0340
 289     0.1000     0.0217    99.3380     0.6491    89.1100    10.0376      0.0340
 290     0.1000     0.0203    99.3580     0.7481    88.0300    10.0103      0.0339
 291     0.1000     0.0229    99.3020     0.6068    89.2500    10.0204      0.0338
 292     0.1000     0.0184    99.4300     0.6796    89.1100    10.0609      0.0338
 293     0.1000     0.0184    99.4220     0.6441    89.2700    10.1745      0.0337
 294     0.1000     0.0225    99.2560     0.6436    89.6000    10.1497      0.0337
 295     0.1000     0.0226    99.2500     0.6662    89.3400    10.0683      0.0336
 296     0.1000     0.0196    99.4200     0.6752    88.2300    10.0902      0.0336
 297     0.1000     0.0213    99.3480     0.6136    89.8000    10.1961      0.0335
 298     0.1000     0.0201    99.3640     0.7609    87.1400    10.0263      0.0335
 299     0.1000     0.0208    99.3880     0.6302    89.3100    10.1524      0.0334
 300     0.1000     0.0202    99.3840     0.6131    89.6200     9.9525      0.0333
 301     0.0996     0.0193    99.4220     0.6219    89.9800    10.1285      0.0333
 302     0.0992     0.0193    99.4100     0.6059    89.9100    10.2672      0.0333
 303     0.0988     0.0194    99.4180     0.6413    89.7000    10.1111      0.0332
 304     0.0983     0.0185    99.4280     0.6964    88.9600    10.0711      0.0331
 305     0.0979     0.0190    99.4020     0.6180    89.7600    10.0201      0.0331
 306     0.0975     0.0182    99.4200     0.6213    89.7700    10.0578      0.0330
 307     0.0971     0.0256    99.2300     0.5716    89.7200    10.3003      0.0330
 308     0.0967     0.0198    99.3680     0.5880    89.8200    10.0942      0.0330
 309     0.0963     0.0164    99.4940     0.6008    89.8900     9.9627      0.0329
 310     0.0959     0.0146    99.5020     0.6814    89.3300     9.9426      0.0328
 311     0.0955     0.0197    99.3540     0.7897    87.5300    10.0624      0.0328
 312     0.0950     0.0191    99.4380     0.6346    89.8700    10.1321      0.0327
 313     0.0946     0.0194    99.3860     0.6332    89.7600    10.1629      0.0327
 314     0.0942     0.0167    99.5000     0.6196    89.5600    10.3582      0.0326
 315     0.0938     0.0161    99.4780     0.6816    89.0400     9.9752      0.0326
 316     0.0934     0.0178    99.4020     0.6280    89.5800     9.9411      0.0325
 317     0.0930     0.0195    99.3960     0.6084    89.2300    10.1278      0.0325
 318     0.0926     0.0186    99.4380     0.6312    89.5200    10.2793      0.0325
 319     0.0922     0.0146    99.5300     0.7151    88.9400    10.1878      0.0324
 320     0.0917     0.0203    99.3840     0.6852    89.1300    10.0590      0.0324
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
