Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.1859    16.0140     2.1641    17.3200    15.0615      0.9750
   2     0.1000     1.8992    26.1040     1.8896    26.6700    13.0554      0.9671
   3     0.1000     1.7638    30.8460     1.7256    31.2700    13.2023      0.9614
   4     0.1000     1.5814    38.1920     1.5718    38.0400    13.3269      0.9568
   5     0.1000     1.5504    43.0180     1.4829    44.6100    13.2045      0.9528
   6     0.1000     1.3357    50.7720     1.3124    50.8100    13.2437      0.9493
   7     0.1000     1.2413    55.3820     1.2217    55.5600    13.2179      0.9461
   8     0.1000     1.0532    61.9140     1.0458    62.3000    13.1203      0.9432
   9     0.1000     0.9487    66.2860     0.9424    66.7800    13.2461      0.9406
  10     0.1000     0.8889    68.7260     0.9101    68.3500    13.0875      0.9381
  11     0.1000     0.8591    70.2680     0.8464    71.3000    13.1997      0.9358
  12     0.1000     0.7169    75.1200     0.7486    74.5100    13.2146      0.9336
  13     0.1000     0.6492    77.7040     0.6803    77.0800    13.1070      0.9316
  14     0.1000     0.6176    78.7300     0.6551    78.1100    13.0439      0.9296
  15     0.1000     0.6505    78.2980     0.7038    76.9000    13.2958      0.9277
  16     0.1000     0.5620    81.1020     0.6176    79.8900    13.3394      0.9259
