Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2367    14.3940     2.0789    21.4900    10.9777      0.9627
   2     0.1000     2.0793    19.7620     1.8953    26.3000    10.3623      0.9470
   3     0.1000     1.9605    22.9340     1.8647    27.0700    10.4632      0.9348
   4     0.1000     1.8387    28.2200     1.6798    34.6200    10.3982      0.9246
   5     0.1000     1.7230    34.2320     1.7837    32.5000    10.4701      0.9157
   6     0.1000     1.5613    41.1520     1.6127    37.8400    10.3422      0.9076
   7     0.1000     1.4396    47.2980     1.3154    52.4500    10.4502      0.9003
   8     0.1000     1.2902    53.3180     1.1458    59.4100    10.4064      0.8934
   9     0.1000     1.1533    58.8780     1.0465    63.0600    10.4372      0.8869
  10     0.1000     1.0338    63.6400     1.0512    63.2800    10.4472      0.8810
  11     0.1000     0.9523    66.8200     0.8262    71.8100    10.3950      0.8752
  12     0.1000     0.8650    70.3300     0.7997    72.6800    10.3664      0.8698
  13     0.1000     0.7967    72.7380     0.7797    73.0100    10.4160      0.8647
  14     0.1000     0.7372    75.0560     0.7127    74.8900    10.2858      0.8597
  15     0.1000     0.6947    76.6600     0.7688    73.6900    10.3581      0.8549
