Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2673    12.7680     2.1297    19.3400    17.2293      0.9252
   2     0.1000     2.1310    18.7040     2.0171    20.7200    15.5095      0.8789
   3     0.1000     1.9844    22.1860     1.9820    22.7500    15.3893      0.8398
   4     0.1000     1.9166    24.7080     1.7703    30.6900    15.3301      0.8049
   5     0.1000     1.7940    30.2240     1.7875    31.4400    15.4511      0.7729
   6     0.1000     1.6811    35.2100     1.6115    37.5800    15.4318      0.7435
   7     0.1000     1.5913    38.9940     1.4833    43.4600    15.2255      0.7157
   8     0.1000     1.5017    43.0760     1.5166    44.5300    15.3616      0.6897
   9     0.1000     1.4198    47.5580     1.2885    52.6600    15.3850      0.6650
  10     0.1000     1.3356    51.5440     1.3410    52.2500    15.4018      0.6416
  11     0.1000     1.2487    55.3100     1.1157    59.9200    15.4797      0.6194
  12     0.1000     1.1528    59.1660     1.1578    58.2900    15.4011      0.5983
  13     0.1000     1.0705    62.6640     0.9718    65.8700    15.4580      0.5782
  14     0.1000     0.9822    65.8040     0.9047    69.1200    15.4008      0.5589
  15     0.1000     0.9118    68.4640     0.9014    69.4900    15.3124      0.5405
