Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2224    15.0040     2.0903    19.3000    10.7964      0.9481
   2     0.1000     2.0671    20.4200     1.8749    26.2200     9.8973      0.9215
   3     0.1000     1.9116    25.6300     2.1639    19.9600    10.0303      0.9002
   4     0.1000     1.7876    31.3040     1.6322    38.2900    10.0152      0.8816
   5     0.1000     1.6592    37.4820     1.5437    42.1500    10.0708      0.8649
   6     0.1000     1.5280    43.2320     1.8956    26.1200    10.1024      0.8496
   7     0.1000     1.4109    48.3060     1.2965    53.5000     9.9857      0.8355
   8     0.1000     1.2829    53.7900     1.1691    58.7700    10.1153      0.8223
   9     0.1000     1.1472    59.3680     1.0327    63.5700     9.9941      0.8098
  10     0.1000     1.0422    63.1960     1.0000    65.2100     9.9999      0.7980
  11     0.1000     0.9560    66.6600     0.8649    70.3300     9.9429      0.7867
  12     0.1000     0.8660    70.2400     0.7969    72.4600    10.1050      0.7759
  13     0.1000     0.8078    72.2900     0.7533    74.3400     9.9560      0.7656
  14     0.1000     0.7407    74.9720     0.7263    74.9900     9.9998      0.7556
  15     0.1000     0.6987    76.2240     0.7852    74.0500    10.0706      0.7460
