Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2823    11.9060     2.1642    17.9500    16.3527      0.9252
   2     0.1000     2.1238    18.3960     1.9747    22.1300    14.7295      0.8789
   3     0.1000     1.9870    21.1280     1.8773    23.5300    14.7546      0.8398
   4     0.1000     1.9156    23.9500     1.7903    28.9600    14.7775      0.8049
   5     0.1000     1.8531    26.8860     1.8638    29.6800    14.7426      0.7729
   6     0.1000     1.7269    32.1540     1.9427    24.9400    14.7550      0.7433
   7     0.1000     1.6225    36.9200     1.5531    39.3400    14.7416      0.7156
   8     0.1000     1.5379    40.9860     1.5169    42.8300    14.7646      0.6895
   9     0.1000     1.4556    45.1840     1.3790    48.8300    14.7428      0.6648
  10     0.1000     1.3733    49.4800     1.3275    51.0800    14.7307      0.6414
  11     0.1000     1.2857    54.0420     1.1421    58.4300    14.7526      0.6193
  12     0.1000     1.1716    58.5540     1.0454    62.7000    14.7470      0.5982
  13     0.1000     1.0705    62.2960     0.9454    66.7100    14.7482      0.5780
  14     0.1000     0.9943    65.1620     0.8738    69.9100    14.7475      0.5588
  15     0.1000     0.9186    68.2280     0.8369    71.3800    14.7541      0.5403
