Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2609    13.0920     2.1703    18.0900    11.1624      0.9252
   2     0.1000     2.2366    14.0000     2.3041    10.0000    10.6047      0.8789
   3     0.1000     2.1531    18.0940     2.0802    19.9100    10.3707      0.8398
   4     0.1000     1.9717    22.2600     1.8674    26.9700    10.3606      0.8049
   5     0.1000     1.8546    27.9820     1.8144    30.3400    10.2460      0.7729
   6     0.1000     1.7606    31.8500     1.7293    32.7700    10.2066      0.7432
   7     0.1000     1.6826    35.5960     1.5066    42.8100    10.2076      0.7155
   8     0.1000     1.5873    40.0480     1.5267    42.9800    10.2770      0.6894
   9     0.1000     1.4933    44.3760     1.4504    46.1200    10.2505      0.6646
  10     0.1000     1.4186    48.2780     1.3479    50.3800    10.2398      0.6411
  11     0.1000     1.3295    52.4640     1.2847    55.5300    10.2755      0.6190
  12     0.1000     1.2264    56.2700     1.1691    58.4100    10.3735      0.5978
  13     0.1000     1.1285    60.2620     1.0840    61.8100    10.2593      0.5777
  14     0.1000     1.0506    63.1320     0.9247    66.8800    10.2868      0.5584
  15     0.1000     0.9592    66.5020     1.0134    64.5500    10.2768      0.5399
