Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
 142     0.1000     0.0606    98.1860     0.5124    87.6900    13.6925      0.0548
 143     0.1000     0.0443    98.5040     0.5925    88.0800    13.5971      0.0546
 144     0.1000     0.0418    98.6760     0.6310    88.3400    13.5783      0.0543
 145     0.1000     0.0412    98.7380     0.5955    88.0200    13.5403      0.0540
 146     0.1000     0.0334    98.9600     0.6421    88.6500    13.6024      0.0538
 147     0.1000     0.0457    98.5460     0.6605    87.7700    13.5738      0.0535
 148     0.1000     0.0574    98.2100     0.6682    88.2000    13.5821      0.0532
 149     0.1000     0.0317    99.0240     0.6194    88.4400    14.1664      0.0529
 150     0.1000     0.0227    99.2420     0.5978    88.4900    13.5222      0.0527
 151     0.1000     0.0322    98.9460     0.6223    88.2700    13.4682      0.0524
 152     0.1000     0.0398    98.7720     0.5450    88.5800    13.5993      0.0522
 153     0.1000     0.0362    98.8280     0.5783    88.5200    13.5706      0.0519
 154     0.1000     0.0407    98.6800     0.6455    88.4600    13.4950      0.0517
 155     0.1000     0.0384    98.7880     0.6043    88.1500    13.5277      0.0514
 156     0.1000     0.0688    97.8960     0.6861    87.1600    13.8918      0.0512
 157     0.1000     0.0269    99.1180     0.6357    88.4900    13.6241      0.0509
 158     0.1000     0.0303    98.9920     0.6251    88.2500    13.5621      0.0507
 159     0.1000     0.0249    99.2060     0.6301    88.5700    13.6202      0.0505
 160     0.1000     0.0232    99.2300     0.6390    88.5100    13.5234      0.0502
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
 161     0.1000     0.0223    99.2940     0.5549    89.0600    13.4311      0.0500
 162     0.1000     0.0359    98.9180     0.6525    88.3600    13.5984      0.0498
 163     0.1000     0.0284    99.0800     0.6025    88.4400    13.4624      0.0496
 164     0.1000     0.0466    98.4640     0.6934    87.5600    13.5851      0.0494
 165     0.1000     0.0258    99.1860     0.6137    88.8000    13.5482      0.0492
 166     0.1000     0.0394    98.7960     0.6429    88.1800    13.5567      0.0490
 167     0.1000     0.0921    97.2320     0.7055    87.2000    13.5271      0.0488
 168     0.1000     0.0277    99.1060     0.6247    88.2900    13.4702      0.0487
 169     0.1000     0.0287    99.0700     0.6299    87.9400    13.4697      0.0485
 170     0.1000     0.0366    98.8260     0.6294    88.2400    13.5697      0.0483
 171     0.1000     0.0298    99.0480     0.6244    88.4700    13.6801      0.0481
 172     0.1000     0.0277    99.0960     0.6084    88.3900    13.5850      0.0479
 173     0.1000     0.0281    99.1040     0.5962    88.1900    13.4968      0.0477
 174     0.1000     0.0295    99.0220     0.6636    88.6400    13.6361      0.0476
 175     0.1000     0.0322    98.9320     0.6563    87.9100    13.4840      0.0474
 176     0.1000     0.0864    97.3940     0.7013    86.8700    13.6395      0.0472
 177     0.1000     0.0271    99.1060     0.6464    88.6300    13.6279      0.0470
 178     0.1000     0.0408    98.7140     0.6237    88.2400    13.6723      0.0469
 179     0.1000     0.0199    99.3680     0.5984    88.6200    13.5691      0.0467
 180     0.1000     0.0259    99.1960     0.6286    88.4600    13.6438      0.0466
 181     0.1000     0.0196    99.3340     0.6370    88.8300    13.5956      0.0464
 182     0.1000     0.0219    99.2860     0.6126    88.7000    13.6232      0.0462
 183     0.1000     0.0254    99.1620     0.6073    88.6600    13.8499      0.0461
 184     0.1000     0.0374    98.7680     0.6257    88.5000    13.7704      0.0459
 185     0.1000     0.0273    99.1200     0.6143    88.6500    13.4853      0.0458
 186     0.1000     0.0325    98.9640     0.6421    88.2600    13.5583      0.0457
 187     0.1000     0.0273    99.1080     0.6016    89.0500    13.4906      0.0455
 188     0.1000     0.0336    98.9620     0.6910    88.0200    13.4725      0.0454
 189     0.1000     0.0444    98.6580     0.6530    88.0400    13.5571      0.0452
 190     0.1000     0.0308    99.0460     0.6255    88.3400    13.6495      0.0450
 191     0.1000     0.0256    99.1040     0.6833    88.2600    13.6417      0.0449
 192     0.1000     0.0252    99.2140     0.6567    89.0200    13.6446      0.0448
 193     0.1000     0.0272    99.1320     0.6112    88.8400    13.4953      0.0446
 194     0.1000     0.0210    99.3060     0.6146    89.0500    13.4717      0.0445
 195     0.1000     0.0317    99.0320     0.6076    88.3900    13.5276      0.0444
 196     0.1000     0.0315    98.9800     0.6302    88.0900    13.7246      0.0443
 197     0.1000     0.0313    98.9740     0.6383    88.4500    13.5994      0.0442
 198     0.1000     0.0299    99.0600     0.6319    88.6600    13.5329      0.0441
 199     0.1000     0.0270    99.0620     0.6476    88.8400    13.6256      0.0439
 200     0.1000     0.0235    99.2120     0.6248    88.7800    13.4491      0.0438
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
 201     0.1000     0.0243    99.2020     0.6153    88.8300    13.6387      0.0437
 202     0.1000     0.0261    99.1200     0.6070    88.5900    13.4500      0.0436
 203     0.1000     0.0200    99.3840     0.5723    89.3500    13.4626      0.0434
 204     0.1000     0.0284    99.0620     0.6710    88.7800    13.6585      0.0433
 205     0.1000     0.0317    99.0080     0.6631    88.0500    13.8748      0.0432
 206     0.1000     0.0245    99.1780     0.6553    88.7800    13.5020      0.0430
 207     0.1000     0.0200    99.3340     0.6414    88.9200    13.5214      0.0429
 208     0.1000     0.0312    98.9660     0.6577    88.4500    13.6059      0.0429
 209     0.1000     0.0294    99.0860     0.6465    88.5900    13.7333      0.0428
 210     0.1000     0.0361    98.8600     0.6251    88.2600    13.5887      0.0426
 211     0.1000     0.0179    99.4600     0.6155    88.9900    13.6622      0.0426
 212     0.1000     0.0209    99.3020     0.6367    89.0400    13.6851      0.0425
 213     0.1000     0.0194    99.3500     0.6259    88.6400    13.5774      0.0424
