Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.0578    21.8740     2.0422    23.1300    15.3832      0.9751
   2     0.1000     1.9806    21.5340     1.9547    22.7400    13.3332      0.9671
   3     0.1000     1.8046    30.5660     1.7778    31.0800    13.4005      0.9614
   4     0.1000     1.5893    37.7120     1.5887    37.8700    13.3700      0.9567
   5     0.1000     1.4875    44.3960     1.4360    45.6400    13.3496      0.9527
   6     0.1000     1.3153    50.9980     1.3041    50.5300    13.2905      0.9493
   7     0.1000     1.2405    55.2120     1.1838    56.7800    13.3081      0.9461
   8     0.1000     1.0280    63.3620     1.0305    63.1400    13.2609      0.9432
   9     0.1000     0.9597    65.9520     0.9423    66.4600    13.2458      0.9405
  10     0.1000     0.8681    69.6100     0.8642    69.7400    13.3748      0.9381
  11     0.1000     0.8697    69.7580     0.8740    70.2900    13.3256      0.9358
  12     0.1000     0.7157    75.1360     0.7455    74.7700    13.3131      0.9336
  13     0.1000     0.6452    77.6840     0.6966    76.4200    13.3169      0.9316
  14     0.1000     0.7115    76.0480     0.7475    75.1500    13.2950      0.9296
  15     0.1000     0.6863    77.0020     0.7519    75.3700    13.3110      0.9277
  16     0.1000     0.5571    80.9640     0.6074    80.2400    13.3368      0.9260
