Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2734    12.3960     2.1717    17.9100    85.2895      0.9481
   2     0.1000     2.1902    16.3320     2.0911    18.8900    85.0983      0.9215
   3     0.1000     2.0082    20.8300     1.9153    24.4600    85.0422      0.9000
   4     0.1000     1.9677    22.2720     1.8117    27.5600    85.0721      0.8814
   5     0.1000     1.8216    27.6200     1.8090    29.6100    85.0222      0.8647
   6     0.1000     1.7052    32.7920     1.6803    33.1200    85.0346      0.8494
   7     0.1000     1.6208    37.3240     1.5502    39.8300    84.9707      0.8352
   8     0.1000     1.5202    42.0600     1.4418    47.0200    85.1033      0.8218
   9     0.1000     1.4082    48.2880     1.4966    46.1700    84.9930      0.8093
  10     0.1000     1.2887    53.4420     1.3034    52.0000    84.9808      0.7974
  11     0.1000     1.1606    58.7840     0.9718    65.4200    84.9564      0.7861
  12     0.1000     1.0347    63.6720     0.9630    65.6900    85.1200      0.7753
  13     0.1000     0.9584    66.8420     0.8743    69.9700    84.9762      0.7648
  14     0.1000     0.8708    69.8820     0.8027    72.6900    84.9693      0.7549
  15     0.1000     0.8046    72.5860     0.8378    71.4100    84.9580      0.7452
