Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
finish saving initial checkpoint
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
   1     0.1000     2.2002    15.9240     2.1095    18.4300    16.3921      1.0000
   2     0.1000     2.0441    20.4500     1.9105    24.6900    14.6670      1.0000
   3     0.1000     1.8445    28.6780     1.8240    29.4100    14.6549      1.0000
   4     0.1000     1.6866    36.0380     1.4962    43.1100    14.6029      1.0000
   5     0.1000     1.5586    41.9580     1.5286    43.4200    14.6082      1.0000
   6     0.1000     1.4296    47.8340     1.6173    39.0400    14.6355      1.0000
   7     0.1000     1.2874    53.9280     1.1114    59.4800    14.6440      1.0000
   8     0.1000     1.1547    59.1120     1.0049    64.4600    14.6116      1.0000
   9     0.1000     1.0265    64.2400     0.8813    68.9900    14.6255      1.0000
  10     0.1000     0.9391    67.2580     0.8545    70.7100    14.6014      1.0000
  11     0.1000     0.8561    70.5180     0.7785    72.9400    14.5967      1.0000
  12     0.1000     0.7875    73.1060     0.7433    74.7500    14.5901      1.0000
  13     0.1000     0.7293    75.2660     0.7197    75.4500    14.5885      1.0000
  14     0.1000     0.6806    76.9820     0.6583    77.2600    14.6103      1.0000
  15     0.1000     0.6369    78.5860     0.6626    77.9200    14.5908      1.0000
