Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
   1     0.1000     3.7193    12.6980     4.7479     7.9500   147.9552
   2     0.1000     2.9528    25.7080     3.7693    18.8000   143.8764
   3     0.1000     2.4403    35.7440     3.1267    27.0400   143.8449
   4     0.1000     2.0691    43.7120     2.6144    35.9500   143.8835
   5     0.1000     1.7959    50.1460     2.2598    42.0000   143.8651
   6     0.1000     1.5927    54.8280     2.5959    40.5400   143.9004
   7     0.1000     1.4447    58.5220     2.1858    45.9000   143.9874
   8     0.1000     1.3189    61.7700     1.7173    54.7100   143.9216
   9     0.1000     1.2039    64.9340     2.0143    50.1200   143.9843
  10     0.1000     1.1081    67.2380     1.7719    52.9200   144.0263
  11     0.1000     1.0306    69.4280     1.7246    55.0500   143.9508
  12     0.1000     0.9561    71.3440     1.7550    56.2400   143.9074
  13     0.1000     0.8813    73.3060     1.7147    57.3100   143.8590
  14     0.1000     0.8206    75.1080     1.3976    62.5400   143.8641
  15     0.1000     0.7599    76.6600     1.7406    58.1300   143.9477
  16     0.1000     0.7044    78.0680     1.5114    60.9300   143.9802
  17     0.1000     0.6548    79.6120     1.5191    62.3500   143.9144
  18     0.1000     0.5950    81.4420     1.3472    64.2200   143.8916
  19     0.1000     0.5585    82.4640     1.6967    60.1000   143.8589
  20     0.1000     0.5164    83.7080     1.5180    61.6700   143.8738
  21     0.1000     0.4693    85.0900     1.8636    59.6600   143.8592
  22     0.1000     0.4421    85.7620     1.4762    65.8100   143.9694
  23     0.1000     0.3990    87.3080     1.5275    63.3000   143.8591
  24     0.1000     0.3629    88.4260     1.4611    65.7200   143.8659
  25     0.1000     0.3378    89.2340     1.4863    64.9900   143.9220
  26     0.1000     0.3013    90.3620     1.5754    65.2100   143.8933
  27     0.1000     0.2825    91.0840     1.5013    66.4700   143.8523
  28     0.1000     0.2601    91.6880     1.6834    64.0000   143.8897
  29     0.1000     0.2334    92.3760     1.5516    66.4400   143.8445
  30     0.1000     0.2211    92.9420     1.5514    66.6100   143.8638
  31     0.1000     0.1953    93.8740     1.6286    66.5600   143.8392
  32     0.1000     0.1762    94.3600     1.5495    68.1900   143.8629
  33     0.1000     0.1533    95.2240     1.5793    69.3000   143.9398
  34     0.1000     0.1353    95.9580     1.6943    66.6300   143.8385
  35     0.1000     0.1391    95.6080     1.7116    65.7700   143.8999
  36     0.1000     0.1182    96.3160     1.5699    68.8600   143.8380
  37     0.1000     0.1134    96.4620     2.2301    62.6100   143.9375
  38     0.1000     0.1069    96.6460     1.5928    69.0700   143.8037
  39     0.1000     0.0978    96.9960     1.7336    67.9500   143.8456
  40     0.1000     0.0971    96.9940     1.7074    68.9900   143.8769
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
  41     0.1000     0.0712    97.9660     1.5247    71.2900   143.8771
  42     0.1000     0.0700    97.9860     1.5726    70.2600   143.8670
  43     0.1000     0.0754    97.8120     1.6431    69.1500   143.8535
  44     0.1000     0.0681    97.9920     1.4269    72.2200   143.9373
  45     0.1000     0.0532    98.4700     1.5615    70.7600   143.8607
  46     0.1000     0.0525    98.5820     1.5013    72.5300   143.8949
  47     0.1000     0.0440    98.7740     1.6759    70.7500   143.8937
  48     0.1000     0.0412    98.8900     1.5855    71.3200   143.8405
  49     0.1000     0.0362    99.0680     1.5652    71.6700   143.8662
  50     0.1000     0.0325    99.1140     1.5766    72.4100   143.8867
  51     0.1000     0.0363    99.0360     1.6197    71.6000   143.8325
  52     0.1000     0.0378    98.9480     1.6772    71.7600   143.8387
  53     0.1000     0.0292    99.2220     1.4715    73.3800   143.8293
  54     0.1000     0.0250    99.3600     1.4903    73.6500   143.8740
  55     0.1000     0.0245    99.3940     1.5402    73.4600   143.8288
  56     0.1000     0.0240    99.3800     1.4693    73.8800   143.8647
  57     0.1000     0.0202    99.5020     1.5263    73.2900   143.9149
  58     0.1000     0.0155    99.6500     1.5006    74.0600   143.8240
  59     0.1000     0.0215    99.4580     1.5821    71.9800   143.8974
  60     0.1000     0.0209    99.4960     1.8678    70.8200   143.8657
  61     0.1000     0.0324    99.1120     1.7046    70.6400   143.8334
  62     0.1000     0.0280    99.1580     1.5454    73.1000   143.9070
  63     0.1000     0.0224    99.4300     1.5409    73.1900   143.8729
  64     0.1000     0.0155    99.6800     1.5131    74.2700   143.8244
  65     0.1000     0.0170    99.5900     1.5647    73.2600   143.8406
  66     0.1000     0.0180    99.5380     1.5569    73.1900   143.8466
  67     0.1000     0.0212    99.4140     1.6530    72.0700   143.9921
  68     0.1000     0.0176    99.5460     1.5584    73.7100   143.8972
  69     0.1000     0.0173    99.5500     1.6349    73.6000   143.8266
  70     0.1000     0.0150    99.6180     1.5775    73.8500   143.8953
  71     0.1000     0.0114    99.7220     1.5207    74.7500   143.8390
  72     0.1000     0.0119    99.6940     1.5535    74.6500   143.8747
  73     0.1000     0.0104    99.7420     1.6123    74.0400   143.8414
  74     0.1000     0.0113    99.7240     1.5597    74.3200   143.9280
  75     0.1000     0.0110    99.7280     1.5982    74.4000   143.8508
  76     0.1000     0.0078    99.8400     1.5313    74.9500   143.9096
  77     0.1000     0.0110    99.7300     1.6191    73.5300   143.8447
  78     0.1000     0.0096    99.7840     1.5789    74.6000   143.8722
  79     0.1000     0.0066    99.8720     1.5197    74.5100   143.8849
  80     0.1000     0.0074    99.8160     1.5416    74.5800   143.8800
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
  81     0.1000     0.0038    99.9400     1.5101    75.3800   143.8707
  82     0.1000     0.0051    99.8860     1.5487    74.8000   143.8644
  83     0.1000     0.0046    99.9060     1.5548    74.4400   143.9647
  84     0.1000     0.0043    99.9120     1.5708    75.0100   143.8740
