Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
Resume training from cifar100_save/endpoints/WideResNet28x10_new5/sgd/checkpoint-0.pt
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  83     0.1000     0.0046    99.8940     1.5239    74.8500    89.8532
  84     0.1000     0.0035    99.9360     1.5182    75.3100    89.8391
  85     0.1000     0.0027    99.9500     1.5248    75.3100    89.7647
  86     0.1000     0.0021    99.9680     1.5076    75.9300    89.7895
  87     0.1000     0.0026    99.9360     1.5405    75.4400    89.8959
  88     0.1000     0.0029    99.9320     1.5530    74.9800    89.7720
  89     0.1000     0.0027    99.9340     1.5320    75.3000    89.8847
  90     0.1000     0.0020    99.9540     1.5760    74.8800    89.8060
  91     0.1000     0.0020    99.9500     1.5165    75.6600    89.7128
  92     0.1000     0.0026    99.9520     1.5350    75.3100    89.7862
  93     0.1000     0.0020    99.9500     1.5201    75.5100    89.9170
  94     0.1000     0.0015    99.9780     1.5264    75.6700    89.9279
  95     0.1000     0.0018    99.9540     1.5704    74.9100    89.8598
  96     0.1000     0.0021    99.9480     1.5570    75.6200    89.9308
  97     0.1000     0.0018    99.9580     1.5474    75.4300    89.8542
  98     0.1000     0.0020    99.9420     1.5476    75.5300    89.7984
  99     0.1000     0.0034    99.9160     1.5715    75.3600    89.7905
 100     0.1000     0.0020    99.9500     1.5419    75.6300    89.7802
 101     0.0988     0.0031    99.9220     1.6028    75.0100    89.8234
 102     0.0975     0.0026    99.9360     1.5580    75.6400    89.9837
 103     0.0963     0.0020    99.9480     1.5476    75.8200    89.9442
 104     0.0950     0.0016    99.9580     1.5599    75.8600    89.9146
 105     0.0938     0.0017    99.9540     1.5425    75.4000    89.8733
 106     0.0926     0.0022    99.9640     1.5588    75.8000    89.8097
 107     0.0913     0.0013    99.9700     1.5340    75.7800    89.8602
 108     0.0901     0.0019    99.9480     1.5508    75.4300    89.8387
 109     0.0889     0.0017    99.9600     1.5507    75.3300    89.8277
 110     0.0876     0.0016    99.9520     1.5475    75.7200    89.8176
 111     0.0864     0.0013    99.9660     1.5365    75.6000    89.8389
 112     0.0852     0.0013    99.9660     1.5489    75.5800    89.8627
 113     0.0839     0.0010    99.9740     1.5424    75.4600    89.7988
 114     0.0827     0.0010    99.9740     1.5432    75.6500    89.9518
 115     0.0814     0.0009    99.9740     1.5327    75.8100    89.7951
 116     0.0802     0.0009    99.9740     1.5314    76.0000    90.0082
 117     0.0790     0.0008    99.9740     1.5240    75.9800    89.8993
 118     0.0777     0.0008    99.9720     1.5337    76.1600    90.0972
 119     0.0765     0.0008    99.9700     1.5117    75.9500    89.7608
 120     0.0753     0.0009    99.9640     1.5311    75.8100    89.8120
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 121     0.0740     0.0007    99.9780     1.5268    75.9300    89.8826
 122     0.0728     0.0007    99.9740     1.5258    75.9800    89.9462
 123     0.0715     0.0007    99.9780     1.5317    75.8500    89.9640
 124     0.0703     0.0007    99.9780     1.5278    76.2000    89.9307
 125     0.0691     0.0006    99.9800     1.5197    76.1300    89.8135
 126     0.0678     0.0007    99.9760     1.5247    76.1700    89.8076
 127     0.0666     0.0006    99.9720     1.5129    76.0600    89.8442
 128     0.0654     0.0006    99.9780     1.5240    76.0900    89.7823
 129     0.0641     0.0006    99.9760     1.5205    76.0300    89.8144
 130     0.0629     0.0006    99.9720     1.5208    75.7600    89.9230
 131     0.0616     0.0006    99.9760     1.5160    75.9400    89.9165
 132     0.0604     0.0006    99.9820     1.5309    76.0100    89.8864
 133     0.0592     0.0005    99.9760     1.5171    75.9800    89.8057
 134     0.0579     0.0006    99.9740     1.5459    75.8300    89.9917
 135     0.0567     0.0005    99.9800     1.5169    76.1500    89.8695
 136     0.0554     0.0006    99.9780     1.5233    76.2000    89.8455
 137     0.0542     0.0006    99.9720     1.5256    75.9800    89.7677
 138     0.0530     0.0005    99.9780     1.5170    75.9100    89.8402
 139     0.0517     0.0005    99.9840     1.5250    76.1900    89.7899
 140     0.0505     0.0005    99.9800     1.5166    76.1000    89.7667
 141     0.0493     0.0005    99.9780     1.5310    76.1100    89.9929
 142     0.0480     0.0005    99.9800     1.5251    76.1900    89.7251
 143     0.0468     0.0006    99.9680     1.5153    76.2200    89.7806
 144     0.0456     0.0005    99.9800     1.5161    76.2400    89.7953
 145     0.0443     0.0005    99.9740     1.5284    76.1800    89.8241
 146     0.0431     0.0005    99.9740     1.5163    76.2300    89.8756
 147     0.0418     0.0005    99.9820     1.5393    76.2100    89.8795
 148     0.0406     0.0005    99.9800     1.5157    76.2500    89.7924
 149     0.0394     0.0005    99.9740     1.5369    76.0800    89.9504
 150     0.0381     0.0005    99.9780     1.5266    76.2100    89.9992
 151     0.0369     0.0005    99.9820     1.5114    76.3800    89.9173
 152     0.0357     0.0005    99.9820     1.5303    76.2300    89.9246
 153     0.0344     0.0005    99.9760     1.5336    76.1300    89.8706
 154     0.0332     0.0005    99.9760     1.5299    76.3000    89.8207
 155     0.0319     0.0005    99.9760     1.5042    76.3900    89.8280
 156     0.0307     0.0005    99.9700     1.5170    76.4500    89.7199
 157     0.0295     0.0005    99.9780     1.5288    76.4200    89.8223
 158     0.0282     0.0005    99.9760     1.5259    76.2600    89.9240
 159     0.0270     0.0005    99.9820     1.5233    76.1700    89.8535
 160     0.0257     0.0004    99.9800     1.5326    76.3100    89.8758
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 161     0.0245     0.0005    99.9800     1.5216    76.3200    89.9303
 162     0.0233     0.0005    99.9760     1.5201    76.4000    89.9883
 163     0.0220     0.0005    99.9800     1.5174    76.1800    89.7932
 164     0.0208     0.0005    99.9740     1.5330    76.0800    89.9840
 165     0.0196     0.0005    99.9780     1.5204    76.4300    89.8530
 166     0.0183     0.0005    99.9760     1.5181    76.3000    89.8062
 167     0.0171     0.0005    99.9740     1.5205    76.4500    89.8270
 168     0.0159     0.0005    99.9780     1.5132    76.4700    89.7762
 169     0.0146     0.0005    99.9800     1.5045    76.2400    89.8426
 170     0.0134     0.0005    99.9760     1.5153    76.3500    89.9237
 171     0.0121     0.0004    99.9780     1.5317    76.3800    89.7344
 172     0.0109     0.0005    99.9740     1.5222    76.3100    89.8680
 173     0.0097     0.0004    99.9840     1.5201    76.2600    89.6654
 174     0.0084     0.0005    99.9780     1.5141    76.4100    89.8766
 175     0.0072     0.0005    99.9740     1.5172    76.2700    89.8659
 176     0.0060     0.0004    99.9780     1.5244    76.3600    89.9539
 177     0.0047     0.0004    99.9840     1.5157    76.3400    89.8269
 178     0.0035     0.0004    99.9880     1.5123    76.4000    89.7101
 179     0.0022     0.0004    99.9840     1.5218    76.3200    89.7879
 180     0.0010     0.0005    99.9720     1.5201    76.5500    89.8621
 181     0.0010     0.0005    99.9800     1.5140    76.4400    89.8168
 182     0.0010     0.0004    99.9800     1.5199    76.5800    89.8367
 183     0.0010     0.0004    99.9800     1.5072    76.5800    89.9428
 184     0.0010     0.0005    99.9760     1.5037    76.4100    89.9329
 185     0.0010     0.0004    99.9820     1.5325    76.4100    89.8891
 186     0.0010     0.0005    99.9760     1.5149    76.4800    89.8365
 187     0.0010     0.0004    99.9820     1.5203    76.3700    89.8363
 188     0.0010     0.0004    99.9840     1.5154    76.4500    89.8148
 189     0.0010     0.0005    99.9780     1.5243    76.4600    89.8425
 190     0.0010     0.0005    99.9780     1.5076    76.2800    89.8378
 191     0.0010     0.0004    99.9880     1.5359    76.2500    89.8740
 192     0.0010     0.0004    99.9820     1.5088    76.5900    89.9092
 193     0.0010     0.0004    99.9800     1.5230    76.3800    89.8419
 194     0.0010     0.0004    99.9800     1.5111    76.4500    89.9492
 195     0.0010     0.0004    99.9900     1.5193    76.2300    89.8282
 196     0.0010     0.0004    99.9800     1.5175    76.3700    89.8416
 197     0.0010     0.0004    99.9820     1.5276    76.2800    89.9572
 198     0.0010     0.0005    99.9780     1.5244    76.3000    89.7866
 199     0.0010     0.0004    99.9800     1.5232    76.5500    89.7592
 200     0.0010     0.0004    99.9820     1.5223    76.2800    89.8388
