Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  85     0.1000     0.0028    99.9480     1.4845    75.4700   144.2255
  86     0.1000     0.0027    99.9500     1.4860    75.6400   144.0916
  87     0.1000     0.0024    99.9640     1.4660    75.6200   144.0945
  88     0.1000     0.0019    99.9640     1.4780    75.9200   144.0822
  89     0.1000     0.0016    99.9640     1.4834    75.9300   144.0514
  90     0.1000     0.0014    99.9740     1.4606    75.9400   144.0918
  91     0.1000     0.0015    99.9560     1.4886    75.6400   144.0653
  92     0.1000     0.0017    99.9600     1.4851    75.9000   144.0774
  93     0.1000     0.0017    99.9580     1.4816    75.9900   144.0358
  94     0.1000     0.0013    99.9800     1.4882    75.8700   144.0828
  95     0.1000     0.0012    99.9680     1.4924    75.8200   144.0619
  96     0.1000     0.0013    99.9680     1.4909    75.9200   144.2503
  97     0.1000     0.0014    99.9640     1.4868    75.8800   144.0679
  98     0.1000     0.0012    99.9660     1.5060    75.8400   144.1879
  99     0.1000     0.0013    99.9680     1.4694    76.2500   144.0953
 100     0.1000     0.0010    99.9740     1.4867    75.8200   144.0679
 101     0.0988     0.0013    99.9700     1.5039    75.5300   144.2363
 102     0.0975     0.0014    99.9600     1.4811    76.0400   144.0973
 103     0.0963     0.0010    99.9700     1.4722    76.0700   144.1983
 104     0.0950     0.0011    99.9680     1.4974    75.9100   144.1223
 105     0.0938     0.0011    99.9620     1.4680    76.1500   144.0447
 106     0.0926     0.0008    99.9780     1.4741    76.2900   144.0439
 107     0.0913     0.0009    99.9700     1.4663    76.3400   144.1021
 108     0.0901     0.0009    99.9720     1.4683    76.3200   144.0939
 109     0.0889     0.0010    99.9700     1.4799    76.2800   144.0825
 110     0.0876     0.0009    99.9660     1.4626    76.4400   144.0921
 111     0.0864     0.0009    99.9740     1.4763    76.1100   144.0933
 112     0.0852     0.0007    99.9800     1.4908    76.4700   144.0521
 113     0.0839     0.0007    99.9780     1.4891    76.3300   144.0608
 114     0.0827     0.0007    99.9740     1.4840    76.1900   144.0670
 115     0.0814     0.0008    99.9740     1.4844    76.3100   144.1045
 116     0.0802     0.0007    99.9760     1.4819    76.2800   144.0916
 117     0.0790     0.0007    99.9760     1.4729    76.3200   144.0905
 118     0.0777     0.0007    99.9780     1.4846    76.4600   144.1222
 119     0.0765     0.0007    99.9740     1.4611    76.3600   144.0855
 120     0.0753     0.0006    99.9740     1.4888    76.3900   144.1143
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 121     0.0740     0.0006    99.9820     1.4691    76.3600   144.0629
 122     0.0728     0.0006    99.9780     1.4791    76.3500   144.1465
 123     0.0715     0.0008    99.9700     1.4898    76.3100   144.0632
 124     0.0703     0.0007    99.9760     1.4882    76.3600   144.1803
 125     0.0691     0.0007    99.9780     1.4978    76.2600   144.1433
 126     0.0678     0.0007    99.9760     1.4990    76.1700   144.0859
 127     0.0666     0.0006    99.9740     1.4946    76.3600   144.1053
 128     0.0654     0.0008    99.9760     1.4900    76.2800   144.0949
 129     0.0641     0.0006    99.9800     1.4800    76.3000   144.1215
 130     0.0629     0.0006    99.9740     1.4887    76.3100   144.1490
 131     0.0616     0.0006    99.9780     1.4827    76.3300   144.1184
 132     0.0604     0.0006    99.9800     1.4954    76.2900   144.1264
 133     0.0592     0.0005    99.9800     1.4855    76.2600   144.0480
 134     0.0579     0.0005    99.9780     1.4997    76.1500   144.0764
 135     0.0567     0.0006    99.9780     1.4825    76.2600   144.1063
 136     0.0554     0.0006    99.9800     1.4848    76.2100   144.3553
 137     0.0542     0.0006    99.9800     1.4891    76.4500   144.1135
 138     0.0530     0.0005    99.9800     1.4857    76.3200   144.1080
 139     0.0517     0.0005    99.9840     1.4868    76.5100   144.0821
 140     0.0505     0.0005    99.9800     1.4876    76.2600   144.2022
 141     0.0493     0.0005    99.9780     1.5052    76.2200   144.1403
 142     0.0480     0.0005    99.9760     1.4913    76.2900   144.0721
 143     0.0468     0.0006    99.9700     1.4898    76.2700   144.1737
 144     0.0456     0.0005    99.9800     1.4875    76.2600   144.1510
 145     0.0443     0.0005    99.9760     1.4948    76.1400   144.2276
 146     0.0431     0.0005    99.9780     1.4849    76.4300   144.2859
 147     0.0418     0.0005    99.9780     1.4948    76.4800   144.0955
 148     0.0406     0.0005    99.9740     1.4892    76.5600   144.1848
 149     0.0394     0.0005    99.9720     1.4884    76.6700   144.0979
 150     0.0381     0.0005    99.9720     1.4910    76.4700   144.1404
 151     0.0369     0.0004    99.9820     1.4732    76.7300   144.0941
 152     0.0357     0.0005    99.9740     1.4867    76.3700   144.1028
 153     0.0344     0.0005    99.9760     1.4988    76.3600   144.1063
 154     0.0332     0.0005    99.9780     1.4899    76.4200   144.1324
 155     0.0319     0.0005    99.9760     1.4815    76.4800   144.1149
 156     0.0307     0.0005    99.9780     1.4739    76.5100   144.1071
 157     0.0295     0.0005    99.9780     1.4819    76.6300   144.0838
 158     0.0282     0.0005    99.9760     1.4980    76.3300   144.1543
 159     0.0270     0.0005    99.9820     1.4845    76.5600   144.0609
 160     0.0257     0.0005    99.9800     1.4978    76.1300   144.0777
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 161     0.0245     0.0005    99.9780     1.4806    76.5700   144.2817
 162     0.0233     0.0004    99.9780     1.4868    76.3800   144.2039
 163     0.0220     0.0005    99.9800     1.4863    76.4500   144.2059
 164     0.0208     0.0004    99.9780     1.4881    76.5400   144.0966
 165     0.0196     0.0005    99.9740     1.4852    76.6700   144.0942
 166     0.0183     0.0004    99.9860     1.4930    76.3700   144.0912
 167     0.0171     0.0005    99.9760     1.4914    76.4100   144.1205
 168     0.0159     0.0005    99.9760     1.4761    76.5500   144.1150
 169     0.0146     0.0005    99.9740     1.4714    76.4600   144.1244
 170     0.0134     0.0005    99.9820     1.4799    76.3200   144.0837
 171     0.0121     0.0004    99.9820     1.4896    76.5900   144.1043
 172     0.0109     0.0005    99.9740     1.4871    76.5100   144.0940
 173     0.0097     0.0004    99.9840     1.4838    76.4700   144.1506
 174     0.0084     0.0005    99.9800     1.4785    76.4500   144.1047
 175     0.0072     0.0005    99.9780     1.4861    76.5600   144.1094
 176     0.0060     0.0004    99.9720     1.4804    76.5100   144.1459
 177     0.0047     0.0004    99.9840     1.4931    76.5000   144.0711
 178     0.0035     0.0004    99.9860     1.4798    76.5700   144.0926
 179     0.0022     0.0004    99.9880     1.4799    76.4700   144.2042
 180     0.0010     0.0005    99.9720     1.4889    76.5900   144.0661
 181     0.0010     0.0005    99.9760     1.4844    76.2300   144.1328
 182     0.0010     0.0004    99.9840     1.4872    76.5000   144.0973
 183     0.0010     0.0004    99.9840     1.4733    76.4200   144.0673
 184     0.0010     0.0005    99.9740     1.4738    76.5300   144.0938
 185     0.0010     0.0004    99.9840     1.4953    76.2100   144.1772
 186     0.0010     0.0004    99.9760     1.4842    76.6800   144.1193
 187     0.0010     0.0004    99.9820     1.4844    76.3300   144.1195
 188     0.0010     0.0004    99.9820     1.4855    76.5000   144.1148
 189     0.0010     0.0005    99.9760     1.4909    76.2300   144.0961
 190     0.0010     0.0004    99.9720     1.4771    76.3800   144.1775
 191     0.0010     0.0004    99.9840     1.4957    76.7300   144.1253
 192     0.0010     0.0004    99.9800     1.4791    76.6300   144.0943
 193     0.0010     0.0004    99.9760     1.4906    76.6500   144.0838
 194     0.0010     0.0004    99.9800     1.4742    76.5100   144.1875
 195     0.0010     0.0004    99.9880     1.4840    76.4600   144.1613
 196     0.0010     0.0004    99.9860     1.4940    76.3900   144.0975
 197     0.0010     0.0004    99.9760     1.4856    76.4300   144.1535
 198     0.0010     0.0005    99.9780     1.4933    76.3700   144.2226
 199     0.0010     0.0005    99.9800     1.4909    76.6100   144.2234
 200     0.0010     0.0004    99.9800     1.4896    76.4000   144.1279
