Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  85     0.1000     0.0029    99.9500     1.4824    75.5500   144.1361
  86     0.1000     0.0027    99.9540     1.4766    75.9700   144.0839
  87     0.1000     0.0028    99.9360     1.4843    75.8800   144.1012
  88     0.1000     0.0018    99.9680     1.4834    76.2900   144.1251
  89     0.1000     0.0015    99.9680     1.4722    75.9000   144.0960
  90     0.1000     0.0013    99.9680     1.4619    75.9700   144.2887
  91     0.1000     0.0021    99.9500     1.4956    75.7400   144.2187
  92     0.1000     0.0019    99.9460     1.4965    75.9600   144.1329
  93     0.1000     0.0020    99.9540     1.5056    75.6400   144.1421
  94     0.1000     0.0016    99.9720     1.5085    76.1200   144.1589
  95     0.1000     0.0012    99.9740     1.4929    75.9700   144.1119
  96     0.1000     0.0013    99.9640     1.4944    76.0500   144.1576
  97     0.1000     0.0014    99.9640     1.7194    74.0000   144.1528
  98     0.1000     0.0017    99.9560     1.5299    75.8500   144.1233
  99     0.1000     0.0011    99.9780     1.4906    76.0200   144.4167
 100     0.1000     0.0011    99.9680     1.4706    76.0400   144.2862
 101     0.0988     0.0014    99.9680     1.4926    76.1000   144.2023
 102     0.0975     0.0012    99.9640     1.4993    75.9100   144.2051
 103     0.0963     0.0011    99.9680     1.4878    76.0200   144.1548
 104     0.0950     0.0010    99.9720     1.4898    76.2300   144.1057
 105     0.0938     0.0013    99.9600     1.4714    76.5300   144.1927
 106     0.0926     0.0009    99.9780     1.4718    76.4800   144.1745
 107     0.0913     0.0009    99.9740     1.4817    76.2400   144.2241
 108     0.0901     0.0009    99.9720     1.4716    76.3800   144.1388
 109     0.0889     0.0010    99.9680     1.4836    76.3500   144.1450
 110     0.0876     0.0010    99.9640     1.4737    76.3600   144.1482
 111     0.0864     0.0011    99.9660     1.4885    76.2900   144.1351
 112     0.0852     0.0008    99.9780     1.5028    76.1600   144.3379
 113     0.0839     0.0007    99.9800     1.5029    76.4100   144.2852
 114     0.0827     0.0007    99.9800     1.4907    76.2800   144.2992
 115     0.0814     0.0008    99.9720     1.4984    76.3800   144.2175
 116     0.0802     0.0007    99.9780     1.4879    76.4000   144.1020
 117     0.0790     0.0007    99.9720     1.4891    76.4500   144.1488
 118     0.0777     0.0007    99.9820     1.4931    76.2800   144.1292
 119     0.0765     0.0007    99.9720     1.4723    76.4300   144.2052
 120     0.0753     0.0007    99.9740     1.4849    76.4300   144.3735
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 121     0.0740     0.0006    99.9820     1.4836    76.4800   144.1899
 122     0.0728     0.0007    99.9720     1.4790    76.5400   144.1366
 123     0.0715     0.0006    99.9780     1.4921    76.4200   144.1516
 124     0.0703     0.0007    99.9780     1.4977    76.3300   144.1742
 125     0.0691     0.0005    99.9800     1.4973    76.5300   144.1461
 126     0.0678     0.0006    99.9780     1.4880    76.6600   144.1117
 127     0.0666     0.0006    99.9760     1.4810    76.5800   144.1304
 128     0.0654     0.0006    99.9840     1.4851    76.6600   144.1646
 129     0.0641     0.0005    99.9800     1.4850    76.4500   144.1526
 130     0.0629     0.0006    99.9740     1.4888    76.4600   144.1072
 131     0.0616     0.0005    99.9760     1.4821    76.5400   144.1199
 132     0.0604     0.0005    99.9760     1.4977    76.5800   144.1052
 133     0.0592     0.0005    99.9780     1.4860    76.4300   144.1154
 134     0.0579     0.0005    99.9780     1.5039    76.4900   144.1514
 135     0.0567     0.0005    99.9780     1.4891    76.6400   144.2706
 136     0.0554     0.0005    99.9780     1.4842    76.5400   144.1016
 137     0.0542     0.0006    99.9760     1.4832    76.6100   144.0791
 138     0.0530     0.0005    99.9800     1.4892    76.5800   144.0631
 139     0.0517     0.0005    99.9820     1.4977    76.5900   144.1393
 140     0.0505     0.0005    99.9800     1.4918    76.4800   144.1581
 141     0.0493     0.0005    99.9780     1.5061    76.5500   144.2018
 142     0.0480     0.0005    99.9760     1.4926    76.4700   144.1883
 143     0.0468     0.0006    99.9700     1.4892    76.3400   144.0899
 144     0.0456     0.0005    99.9820     1.4915    76.3900   144.1013
 145     0.0443     0.0005    99.9740     1.4927    76.4500   144.2337
 146     0.0431     0.0005    99.9720     1.4903    76.5700   144.1955
 147     0.0418     0.0005    99.9760     1.5082    76.4500   144.3001
 148     0.0406     0.0005    99.9800     1.4954    76.5000   144.2525
 149     0.0394     0.0005    99.9680     1.4996    76.5000   144.1721
 150     0.0381     0.0005    99.9740     1.4936    76.2900   144.1518
 151     0.0369     0.0004    99.9840     1.4871    76.5000   144.1731
 152     0.0357     0.0005    99.9760     1.4860    76.4400   144.1109
 153     0.0344     0.0005    99.9740     1.4911    76.4600   144.2470
 154     0.0332     0.0005    99.9760     1.4946    76.5600   144.1289
 155     0.0319     0.0005    99.9740     1.4856    76.6300   144.1403
 156     0.0307     0.0005    99.9740     1.4792    76.5900   144.0787
 157     0.0295     0.0005    99.9780     1.4921    76.5200   144.0943
 158     0.0282     0.0005    99.9760     1.5035    76.4700   144.1248
 159     0.0270     0.0005    99.9780     1.4901    76.5800   144.1603
 160     0.0257     0.0005    99.9820     1.4887    76.5100   144.1235
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 161     0.0245     0.0004    99.9840     1.4874    76.5500   144.2673
 162     0.0233     0.0005    99.9800     1.4892    76.5600   144.1962
 163     0.0220     0.0005    99.9800     1.4819    76.6700   144.1960
 164     0.0208     0.0005    99.9760     1.4973    76.6800   144.1786
 165     0.0196     0.0005    99.9740     1.4811    76.6200   144.0724
 166     0.0183     0.0004    99.9820     1.4940    76.5800   144.1173
 167     0.0171     0.0004    99.9760     1.4902    76.4900   144.1789
 168     0.0159     0.0005    99.9800     1.4883    76.5800   144.1286
 169     0.0146     0.0004    99.9840     1.4780    76.5300   144.1862
 170     0.0134     0.0005    99.9780     1.4930    76.6200   144.1546
 171     0.0121     0.0004    99.9820     1.4926    76.6100   144.1294
 172     0.0109     0.0005    99.9740     1.4953    76.5500   144.2573
 173     0.0097     0.0004    99.9820     1.4893    76.7400   144.1404
 174     0.0084     0.0005    99.9740     1.4894    76.6400   144.1361
 175     0.0072     0.0004    99.9780     1.4980    76.4900   144.1705
 176     0.0060     0.0004    99.9740     1.4928    76.5400   144.1112
 177     0.0047     0.0004    99.9840     1.4861    76.6300   144.1291
 178     0.0035     0.0004    99.9900     1.4837    76.5200   144.1793
 179     0.0022     0.0004    99.9880     1.4944    76.7300   144.2650
 180     0.0010     0.0004    99.9760     1.4896    76.4800   144.1911
 181     0.0010     0.0005    99.9760     1.4838    76.6700   144.3096
 182     0.0010     0.0004    99.9860     1.4903    76.5800   144.1208
 183     0.0010     0.0004    99.9840     1.4682    76.6300   144.1196
 184     0.0010     0.0004    99.9800     1.4825    76.4700   144.1736
 185     0.0010     0.0004    99.9820     1.4921    76.4800   144.1253
 186     0.0010     0.0005    99.9780     1.4879    76.6700   144.2093
 187     0.0010     0.0004    99.9840     1.4838    76.6000   144.1694
 188     0.0010     0.0004    99.9880     1.4871    76.6900   144.1785
 189     0.0010     0.0005    99.9760     1.4859    76.5000   144.1094
 190     0.0010     0.0005    99.9780     1.4775    76.7500   144.1855
 191     0.0010     0.0004    99.9880     1.4999    76.5900   144.2205
 192     0.0010     0.0004    99.9760     1.4779    76.6100   144.1754
 193     0.0010     0.0004    99.9760     1.4923    76.4800   144.2002
 194     0.0010     0.0004    99.9820     1.4797    76.5500   144.1776
 195     0.0010     0.0004    99.9840     1.4889    76.5400   144.2552
 196     0.0010     0.0004    99.9880     1.4813    76.7600   144.2171
 197     0.0010     0.0004    99.9840     1.4926    76.7200   144.1166
 198     0.0010     0.0005    99.9780     1.4945    76.3200   144.1937
 199     0.0010     0.0004    99.9820     1.4894    76.6500   144.1581
 200     0.0010     0.0004    99.9820     1.4872    76.4800   144.1339
