Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
Resume training from cifar100_save/endpoints/WideResNet28x10-3/sgd/checkpoint-0.pt
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  83     0.1000     0.0073    99.7440     0.3854    93.1400    87.7343
  84     0.1000     0.0054    99.8360     0.3912    93.1400    87.7590
  85     0.1000     0.0036    99.8920     0.3743    93.4800    87.7314
  86     0.1000     0.0043    99.8580     0.3837    93.1600    87.6939
  87     0.1000     0.0039    99.8940     0.3751    93.1600    87.7147
  88     0.1000     0.0036    99.9000     0.3909    93.2500    87.7388
  89     0.1000     0.0033    99.8900     0.3666    93.5600    87.7284
  90     0.1000     0.0049    99.8380     0.4087    93.0200    87.7729
  91     0.1000     0.0069    99.7740     0.5076    91.5300    87.6870
  92     0.1000     0.0071    99.7800     0.4753    92.1900    87.7364
  93     0.1000     0.0053    99.8600     0.5012    91.4400    87.7492
  94     0.1000     0.0050    99.8500     0.3808    93.2000    87.7528
  95     0.1000     0.0051    99.8180     0.4103    92.5600    87.7200
  96     0.1000     0.0055    99.8240     0.3796    93.1900    87.7517
  97     0.1000     0.0056    99.8260     0.3959    93.1300    87.7158
  98     0.1000     0.0028    99.9160     0.3622    93.5500    87.7298
  99     0.1000     0.0033    99.9080     0.3851    93.2900    87.7289
 100     0.1000     0.0032    99.9160     0.4525    92.6400    87.7262
 101     0.0988     0.0028    99.9040     0.3895    93.3500    87.7418
 102     0.0975     0.0014    99.9660     0.3869    93.4200    87.7357
 103     0.0963     0.0024    99.9100     0.3916    93.1200    87.7597
 104     0.0950     0.0033    99.8980     0.3957    93.1800    87.7232
 105     0.0938     0.0028    99.9060     0.3849    93.1400    87.7634
 106     0.0926     0.0018    99.9500     0.3831    93.0500    87.7443
 107     0.0913     0.0013    99.9660     0.3942    93.4900    87.7454
 108     0.0901     0.0012    99.9660     0.3745    93.6600    87.7723
 109     0.0889     0.0013    99.9640     0.3756    93.8100    87.7798
 110     0.0876     0.0009    99.9820     0.3997    93.4400    87.7480
 111     0.0864     0.0015    99.9480     0.4238    93.3900    87.7480
 112     0.0852     0.0010    99.9740     0.3818    93.6700    87.7469
 113     0.0839     0.0008    99.9920     0.3780    93.6000    87.7764
 114     0.0827     0.0008    99.9880     0.3749    93.8200    87.7117
 115     0.0814     0.0005    99.9900     0.3699    93.7100    87.7763
 116     0.0802     0.0012    99.9660     0.3804    93.5600    87.7409
 117     0.0790     0.0006    99.9920     0.3761    93.7500    87.7956
 118     0.0777     0.0004    99.9960     0.3709    93.8800    87.7621
 119     0.0765     0.0005    99.9940     0.3785    93.8700    87.7512
 120     0.0753     0.0003    99.9960     0.3705    93.9000    87.7665
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 121     0.0740     0.0003    99.9980     0.3765    93.8000    87.7729
 122     0.0728     0.0004    99.9980     0.3704    94.0600    87.7792
 123     0.0715     0.0002   100.0000     0.3691    94.1200    87.8008
 124     0.0703     0.0002   100.0000     0.3743    94.0800    87.7512
 125     0.0691     0.0002   100.0000     0.3798    93.8900    87.7997
 126     0.0678     0.0002    99.9980     0.3724    93.8400    87.7628
 127     0.0666     0.0005    99.9880     0.3732    93.8600    87.7222
 128     0.0654     0.0002   100.0000     0.3725    93.9800    87.7700
 129     0.0641     0.0002   100.0000     0.3770    93.9400    87.7617
 130     0.0629     0.0001   100.0000     0.3728    93.9000    87.7485
 131     0.0616     0.0002   100.0000     0.3641    94.0400    87.7939
 132     0.0604     0.0001   100.0000     0.3628    93.9700    87.7589
 133     0.0592     0.0002    99.9980     0.3725    94.0300    87.7305
 134     0.0579     0.0001   100.0000     0.3728    94.2100    87.7405
 135     0.0567     0.0002    99.9980     0.3728    94.0400    87.7595
 136     0.0554     0.0002    99.9980     0.3654    94.0800    87.7609
 137     0.0542     0.0001   100.0000     0.3634    94.1900    87.7416
 138     0.0530     0.0001    99.9980     0.3710    94.1500    87.7783
 139     0.0517     0.0002    99.9960     0.3612    94.1300    87.7342
 140     0.0505     0.0001   100.0000     0.3599    94.1100    87.7848
 141     0.0493     0.0001    99.9980     0.3658    93.9400    87.7747
 142     0.0480     0.0001   100.0000     0.3650    94.0200    87.7830
 143     0.0468     0.0001   100.0000     0.3627    94.1100    87.7813
 144     0.0456     0.0002    99.9960     0.3650    94.0700    87.7737
 145     0.0443     0.0001   100.0000     0.3611    94.0800    87.7818
 146     0.0431     0.0002    99.9960     0.3680    94.0500    87.7623
 147     0.0418     0.0001    99.9980     0.3641    93.9400    87.7765
 148     0.0406     0.0001    99.9980     0.3617    94.0800    87.7701
 149     0.0394     0.0001   100.0000     0.3677    93.9100    87.7849
 150     0.0381     0.0001   100.0000     0.3655    94.0700    87.7909
 151     0.0369     0.0001   100.0000     0.3641    94.0400    87.7591
 152     0.0357     0.0001   100.0000     0.3659    93.9700    87.7508
 153     0.0344     0.0001   100.0000     0.3671    93.8900    87.7525
 154     0.0332     0.0001   100.0000     0.3625    93.8900    87.7665
 155     0.0319     0.0002    99.9960     0.3694    93.7600    87.7632
 156     0.0307     0.0001   100.0000     0.3673    93.9500    87.7457
 157     0.0295     0.0001   100.0000     0.3654    93.9600    87.7512
 158     0.0282     0.0001   100.0000     0.3692    93.9400    87.7354
 159     0.0270     0.0001   100.0000     0.3706    93.8800    87.7608
 160     0.0257     0.0001   100.0000     0.3633    93.9000    87.7698
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 161     0.0245     0.0001    99.9980     0.3690    93.9400    87.7690
 162     0.0233     0.0001    99.9980     0.3650    93.9800    87.7568
 163     0.0220     0.0001   100.0000     0.3619    94.0100    87.7717
 164     0.0208     0.0001    99.9980     0.3629    93.9800    87.7667
 165     0.0196     0.0001    99.9980     0.3643    94.0500    87.7534
 166     0.0183     0.0001    99.9980     0.3640    93.9700    87.7425
 167     0.0171     0.0001   100.0000     0.3711    93.9700    87.7913
 168     0.0159     0.0001   100.0000     0.3661    93.9900    87.7807
 169     0.0146     0.0001    99.9980     0.3658    94.0300    87.7917
 170     0.0134     0.0000   100.0000     0.3650    94.0600    87.7663
 171     0.0121     0.0001   100.0000     0.3622    94.0300    87.7608
 172     0.0109     0.0001   100.0000     0.3598    93.9400    87.7381
 173     0.0097     0.0001    99.9980     0.3687    93.9600    87.7724
 174     0.0084     0.0001   100.0000     0.3617    94.0200    87.7737
 175     0.0072     0.0001    99.9980     0.3622    94.0200    87.7622
 176     0.0060     0.0001   100.0000     0.3644    93.9200    87.7790
 177     0.0047     0.0001   100.0000     0.3656    93.9600    87.7602
 178     0.0035     0.0001   100.0000     0.3708    93.9200    87.7851
 179     0.0022     0.0001   100.0000     0.3620    94.1000    87.7825
 180     0.0010     0.0001   100.0000     0.3574    93.9900    87.7900
 181     0.0010     0.0001   100.0000     0.3628    94.0500    87.7745
 182     0.0010     0.0001   100.0000     0.3570    94.2000    87.7798
 183     0.0010     0.0001   100.0000     0.3610    94.1700    87.7822
 184     0.0010     0.0001   100.0000     0.3627    93.9600    87.7872
 185     0.0010     0.0001   100.0000     0.3616    93.9800    87.7177
 186     0.0010     0.0001   100.0000     0.3651    94.0100    87.7641
 187     0.0010     0.0001   100.0000     0.3623    94.1100    87.7623
 188     0.0010     0.0001   100.0000     0.3629    94.0200    87.7687
 189     0.0010     0.0001   100.0000     0.3610    94.0700    87.7990
 190     0.0010     0.0001   100.0000     0.3674    93.8900    87.7493
 191     0.0010     0.0001   100.0000     0.3590    94.1300    87.7570
 192     0.0010     0.0001   100.0000     0.3643    93.9800    87.7529
 193     0.0010     0.0001   100.0000     0.3662    93.9600    87.7587
 194     0.0010     0.0001   100.0000     0.3659    94.0200    87.7529
 195     0.0010     0.0001    99.9980     0.3675    94.0000    87.7524
 196     0.0010     0.0001   100.0000     0.3605    94.0400    87.7327
 197     0.0010     0.0001   100.0000     0.3614    94.0600    87.7801
 198     0.0010     0.0001   100.0000     0.3646    94.0400    87.7789
 199     0.0010     0.0001   100.0000     0.3634    93.9900    87.7762
 200     0.0010     0.0001   100.0000     0.3657    93.9100    87.7407
