Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
   1     0.1000     3.7124    12.8540     4.7341     8.4600   147.5904
   2     0.1000     2.9454    25.9200     3.6206    19.3000   143.5381
   3     0.1000     2.4395    35.7420     3.1710    26.9900   143.5183
   4     0.1000     2.0765    43.5760     2.6487    36.0300   143.6797
   5     0.1000     1.8052    49.9200     2.3953    40.3300   143.5723
   6     0.1000     1.6010    54.6620     2.3253    44.0700   143.5545
   7     0.1000     1.4533    58.4060     1.9455    49.0400   143.5833
   8     0.1000     1.3249    61.4960     1.7021    53.9500   143.5477
   9     0.1000     1.2124    64.5100     1.8078    53.4000   143.5855
  10     0.1000     1.1132    67.0520     2.0156    49.7300   143.5497
  11     0.1000     1.0339    69.3220     1.8247    53.6000   143.6285
  12     0.1000     0.9605    71.2800     1.9366    53.8600   143.5867
  13     0.1000     0.8843    73.2660     1.6668    57.7000   143.5292
  14     0.1000     0.8218    75.0140     1.4246    62.1100   143.5342
  15     0.1000     0.7643    76.7480     1.5075    61.1700   143.5475
  16     0.1000     0.7104    78.1300     1.4342    62.0500   143.6219
  17     0.1000     0.6520    79.8220     1.5533    61.2600   143.6444
  18     0.1000     0.6004    81.3960     1.4875    63.6700   143.5338
  19     0.1000     0.5610    82.3380     1.3779    64.5700   143.5552
  20     0.1000     0.5146    83.9100     1.6137    59.4900   143.5060
  21     0.1000     0.4738    84.8960     1.9584    58.9400   143.5177
  22     0.1000     0.4421    85.7980     1.5287    63.7300   143.5604
  23     0.1000     0.4000    87.1620     1.7365    60.7100   143.5642
  24     0.1000     0.3648    88.2640     1.6820    62.4100   143.5631
  25     0.1000     0.3368    89.2200     1.5931    64.5600   143.5648
  26     0.1000     0.3053    90.1680     1.4018    67.0500   143.5055
  27     0.1000     0.2845    90.9480     1.6144    64.2600   143.5757
  28     0.1000     0.2645    91.4620     1.4868    67.3300   143.5162
  29     0.1000     0.2398    92.2500     1.9409    61.3200   143.5085
  30     0.1000     0.2142    93.1780     1.6683    66.8800   143.5896
  31     0.1000     0.1884    93.9600     1.4691    69.0100   143.6273
  32     0.1000     0.1776    94.3760     1.5120    68.0500   143.5298
  33     0.1000     0.1644    94.8160     1.6031    68.1800   143.5257
  34     0.1000     0.1482    95.2900     1.5494    68.6300   143.4704
  35     0.1000     0.1241    96.1340     1.5100    69.4500   143.5021
  36     0.1000     0.1156    96.5000     1.6530    67.9000   143.5200
  37     0.1000     0.1133    96.4940     1.4967    70.8500   143.5021
  38     0.1000     0.1048    96.7460     1.5121    69.2700   143.5412
  39     0.1000     0.0988    96.9900     1.6296    68.6800   143.5197
  40     0.1000     0.0896    97.3240     1.4688    71.0500   143.4677
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
  41     0.1000     0.0809    97.5880     1.6348    69.5400   143.4920
  42     0.1000     0.0725    97.8760     1.5423    70.6500   143.5897
  43     0.1000     0.0641    98.1240     1.5572    71.9300   143.5560
  44     0.1000     0.0537    98.4960     1.5850    70.1200   143.4876
  45     0.1000     0.0559    98.3940     1.4937    72.0300   143.4940
  46     0.1000     0.0494    98.5860     1.5866    71.1900   143.4777
  47     0.1000     0.0427    98.8320     1.7398    69.1000   143.5728
  48     0.1000     0.0391    98.9160     1.4385    73.6100   143.4877
  49     0.1000     0.0446    98.7180     1.5323    72.7100   143.4609
  50     0.1000     0.0315    99.1520     1.5633    72.5000   143.4966
  51     0.1000     0.0302    99.2140     1.4979    73.1900   143.4832
  52     0.1000     0.0381    98.9500     1.5958    71.7400   143.5325
  53     0.1000     0.0316    99.2340     1.5207    73.3300   143.4512
  54     0.1000     0.0335    99.0900     1.5051    72.7300   143.5236
  55     0.1000     0.0324    99.1020     1.5415    72.7400   143.5062
  56     0.1000     0.0397    98.8540     1.6632    71.1100   143.5033
  57     0.1000     0.0452    98.6700     1.7606    70.4900   143.4643
  58     0.1000     0.0321    99.1200     1.5580    72.7000   143.5315
  59     0.1000     0.0335    99.0700     1.5005    73.4800   143.5167
  60     0.1000     0.0271    99.2560     1.6545    73.0100   143.5134
  61     0.1000     0.0235    99.3700     1.6165    73.2600   143.4946
  62     0.1000     0.0139    99.7220     1.5154    73.9200   143.4915
  63     0.1000     0.0133    99.6960     1.5066    74.2300   143.4504
  64     0.1000     0.0215    99.4560     1.5598    73.4600   143.4722
  65     0.1000     0.0160    99.6540     1.5143    74.0600   143.5706
  66     0.1000     0.0123    99.7140     1.8021    71.8200   143.5035
  67     0.1000     0.0093    99.8280     1.4696    75.0100   143.5411
  68     0.1000     0.0084    99.8400     1.4902    74.6200   143.5326
  69     0.1000     0.0082    99.8220     1.4892    75.2500   143.5049
  70     0.1000     0.0075    99.8380     1.4639    74.9100   143.5091
  71     0.1000     0.0060    99.8840     1.4629    75.5400   143.5230
  72     0.1000     0.0051    99.9140     1.4492    75.4300   143.5171
  73     0.1000     0.0042    99.9360     1.4437    75.6400   143.4910
  74     0.1000     0.0049    99.9020     1.4562    75.9800   143.4851
  75     0.1000     0.0041    99.9200     1.4522    75.5900   143.4732
  76     0.1000     0.0036    99.9260     1.4840    75.8800   143.5260
  77     0.1000     0.0037    99.9320     1.4341    76.2200   143.5716
  78     0.1000     0.0039    99.9080     1.4968    75.5800   143.4626
  79     0.1000     0.0045    99.9020     1.5042    75.4200   143.5836
  80     0.1000     0.0039    99.9240     1.4508    76.2500   143.5971
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
  81     0.1000     0.0023    99.9540     1.4680    75.8900   143.5033
  82     0.1000     0.0031    99.9320     1.4810    75.6200   143.5004
  83     0.1000     0.0025    99.9460     1.4680    75.6700   143.4886
  84     0.1000     0.0028    99.9340     1.4866    75.8200   143.5027
