global sparsity,begin,end,freq,label smoothing,Accuracy,method
0.8,20000,40000,4000,0.1,0.695200026,random_pruning
0.8,8000,68000,4000,0,0.694800019,random_pruning
0.8,8000,68000,2000,0,0.694280028,random_pruning
0.8,20000,40000,8000,0,0.694199979,random_pruning
0.8,20000,40000,8000,0.1,0.69382,random_pruning
0.8,0,68000,2000,0.1,0.693639994,random_pruning
0.8,0,68000,8000,0,0.693560004,random_pruning
0.8,8000,68000,4000,0.1,0.693300009,random_pruning
0.8,0,76000,2000,0,0.692900002,random_pruning
0.8,8000,68000,2000,0.1,0.69283998,random_pruning
0.8,8000,68000,8000,0,0.692200005,random_pruning
0.8,0,76000,4000,0,0.691959977,random_pruning
0.8,0,76000,8000,0,0.691779971,random_pruning
0.8,20000,68000,4000,0,0.691320002,random_pruning
0.8,8000,76000,2000,0,0.691179991,random_pruning
0.8,8000,76000,2000,0.1,0.691139996,random_pruning
0.8,0,76000,4000,0.1,0.690819979,random_pruning
0.8,0,76000,2000,0.1,0.690599978,random_pruning
0.8,8000,76000,4000,0,0.69058001,random_pruning
0.8,0,68000,8000,0.1,0.690500021,random_pruning
0.8,8000,76000,8000,0,0.690020025,random_pruning
0.8,8000,76000,4000,0.1,0.689819992,random_pruning
0.8,20000,68000,8000,0,0.689719975,random_pruning
0.8,0,76000,8000,0.1,0.689499974,random_pruning
0.8,8000,76000,8000,0.1,0.689320028,random_pruning
0.8,8000,68000,8000,0.1,0.689279974,random_pruning
0.8,20000,68000,2000,0.1,0.688639998,random_pruning
0.8,20000,68000,2000,0,0.688340008,random_pruning
0.8,20000,68000,4000,0.1,0.688220024,random_pruning
0.8,20000,76000,2000,0,0.687619984,random_pruning
0.8,20000,68000,8000,0.1,0.686760008,random_pruning
0.8,20000,76000,4000,0,0.685699999,random_pruning
0.8,20000,76000,2000,0.1,0.685339987,random_pruning
0.8,20000,76000,4000,0.1,0.68532002,random_pruning
0.8,20000,76000,8000,0,0.685259998,random_pruning
0.8,20000,76000,8000,0.1,0.682640016,random_pruning
0.9,0,40000,2000,0,0.650039971,random_pruning
0.9,0,40000,4000,0,0.649280012,random_pruning
0.9,0,40000,8000,0,0.647360027,random_pruning
0.9,8000,40000,4000,0,0.64726001,random_pruning
0.9,8000,40000,2000,0,0.647099972,random_pruning
0.9,0,40000,2000,0.1,0.646740019,random_pruning
0.9,0,40000,4000,0.1,0.64546001,random_pruning
0.9,8000,40000,2000,0.1,0.644940019,random_pruning
0.9,0,40000,8000,0.1,0.643019974,random_pruning
0.9,8000,40000,4000,0.1,0.642719984,random_pruning
0.9,8000,40000,8000,0,0.640900016,random_pruning
0.9,20000,40000,2000,0,0.639379978,random_pruning
0.9,20000,40000,4000,0.1,0.638440013,random_pruning
0.9,20000,40000,4000,0,0.638379991,random_pruning
0.9,0,68000,4000,0,0.637960017,random_pruning
0.9,0,68000,2000,0,0.637440026,random_pruning
0.9,8000,40000,8000,0.1,0.637000024,random_pruning
0.9,8000,68000,2000,0,0.636420012,random_pruning
0.9,20000,40000,2000,0.1,0.636099994,random_pruning
0.9,0,68000,8000,0,0.633379996,random_pruning
0.9,0,68000,4000,0.1,0.633019984,random_pruning
0.9,8000,76000,2000,0,0.632839978,random_pruning
0.9,0,68000,2000,0.1,0.632679999,random_pruning
0.9,8000,68000,4000,0,0.632399976,random_pruning
0.9,8000,68000,8000,0,0.631739974,random_pruning
0.9,0,76000,4000,0,0.631039977,random_pruning
0.9,8000,68000,2000,0.1,0.630720019,random_pruning
0.9,0,76000,2000,0,0.629700005,random_pruning
0.9,8000,68000,4000,0.1,0.628400028,random_pruning
0.9,0,76000,8000,0,0.628019989,random_pruning
0.9,0,68000,8000,0.1,0.627640009,random_pruning
0.9,0,76000,2000,0.1,0.627460003,random_pruning
0.9,0,76000,4000,0.1,0.627099991,random_pruning
0.9,8000,76000,4000,0,0.626779974,random_pruning
0.9,20000,68000,2000,0,0.626420021,random_pruning
0.9,8000,68000,8000,0.1,0.625919998,random_pruning
0.9,20000,68000,4000,0,0.625419974,random_pruning
0.9,8000,76000,2000,0.1,0.624480009,random_pruning
0.9,8000,76000,4000,0.1,0.623440027,random_pruning
0.9,20000,68000,2000,0.1,0.622860014,random_pruning
0.9,8000,76000,8000,0,0.621720016,random_pruning
0.9,20000,68000,4000,0.1,0.621519983,random_pruning
0.9,0,76000,8000,0.1,0.621460021,random_pruning
0.9,20000,68000,8000,0,0.620859981,random_pruning
0.9,20000,76000,2000,0,0.619819999,random_pruning
0.9,20000,40000,8000,0,0.619180024,random_pruning
0.9,20000,40000,8000,0.1,0.61875999,random_pruning
0.9,20000,76000,4000,0,0.618700027,random_pruning
0.9,8000,76000,8000,0.1,0.618619978,random_pruning
0.9,20000,68000,8000,0.1,0.61688,random_pruning
0.9,20000,76000,8000,0,0.613099992,random_pruning
0.9,20000,76000,4000,0.1,0.612519979,random_pruning
0.9,20000,76000,2000,0.1,0.612280011,random_pruning
0.9,20000,76000,8000,0.1,0.608699977,random_pruning
0.95,0,40000,2000,0,0.580839992,random_pruning
0.95,8000,40000,2000,0,0.57753998,random_pruning
0.95,0,40000,4000,0,0.57506001,random_pruning
0.95,0,40000,4000,0.1,0.573880017,random_pruning
0.95,0,40000,2000,0.1,0.572939992,random_pruning
0.95,8000,40000,2000,0.1,0.570519984,random_pruning
0.95,8000,40000,4000,0,0.567200005,random_pruning
0.95,20000,40000,2000,0,0.56408,random_pruning
0.95,8000,40000,4000,0.1,0.562659979,random_pruning
0.95,0,68000,2000,0,0.555800021,random_pruning
0.95,0,40000,8000,0,0.555320024,random_pruning
0.95,20000,40000,2000,0.1,0.554799974,random_pruning
0.95,0,40000,8000,0.1,0.551479995,random_pruning
0.95,0,68000,4000,0,0.549660027,random_pruning
0.95,8000,40000,8000,0,0.548280001,random_pruning
0.95,8000,68000,2000,0,0.548099995,random_pruning
0.95,8000,68000,4000,0,0.54768002,random_pruning
0.95,0,68000,2000,0.1,0.547280014,random_pruning
0.95,0,68000,4000,0.1,0.547140002,random_pruning
0.95,20000,40000,8000,0,0.546280026,random_pruning
0.95,8000,68000,2000,0.1,0.541639984,random_pruning
0.95,8000,68000,4000,0.1,0.541019976,random_pruning
0.95,8000,40000,8000,0.1,0.54053998,random_pruning
0.95,0,76000,2000,0,0.540359974,random_pruning
0.95,0,68000,8000,0,0.539479971,random_pruning
0.95,20000,40000,8000,0.1,0.538800001,random_pruning
0.95,0,68000,8000,0.1,0.537220001,random_pruning
0.95,0,76000,4000,0,0.53707999,random_pruning
0.95,20000,68000,2000,0,0.536679983,random_pruning
0.95,20000,40000,4000,0,0.536220014,random_pruning
0.95,20000,68000,4000,0,0.536180019,random_pruning
0.95,0,76000,2000,0.1,0.535740018,random_pruning
0.95,8000,76000,2000,0,0.535619974,random_pruning
0.95,8000,68000,8000,0,0.535340011,random_pruning
0.95,20000,40000,4000,0.1,0.534979999,random_pruning
0.95,8000,76000,2000,0.1,0.532800019,random_pruning
0.95,20000,68000,2000,0.1,0.531920016,random_pruning
0.95,0,76000,4000,0.1,0.531019986,random_pruning
0.95,8000,76000,4000,0,0.530860007,random_pruning
0.95,0,76000,8000,0,0.527960002,random_pruning
0.95,8000,68000,8000,0.1,0.526220024,random_pruning
0.95,20000,68000,4000,0.1,0.525300026,random_pruning
0.95,8000,76000,4000,0.1,0.524619997,random_pruning
0.95,20000,76000,2000,0,0.524460018,random_pruning
0.95,0,76000,8000,0.1,0.521260023,random_pruning
0.95,20000,76000,2000,0.1,0.517820001,random_pruning
0.95,20000,76000,4000,0,0.517700016,random_pruning
0.95,8000,76000,8000,0,0.514919996,random_pruning
0.95,20000,68000,8000,0,0.514219999,random_pruning
0.95,8000,76000,8000,0.1,0.512179971,random_pruning
0.95,20000,76000,4000,0.1,0.511420012,random_pruning
0.95,20000,68000,8000,0.1,0.499920011,random_pruning
0.95,20000,76000,8000,0,0.494560003,random_pruning
0.95,20000,76000,8000,0.1,0.488880008,random_pruning
0.98,20000,40000,8000,0,0.439960003,random_pruning
0.98,20000,40000,8000,0.1,0.433560014,random_pruning
0.98,8000,40000,2000,0.1,0.425060004,random_pruning
0.98,0,40000,8000,0.1,0.404439986,random_pruning
0.98,0,68000,2000,0.1,0.400339991,random_pruning
0.98,8000,68000,2000,0.1,0.391640007,random_pruning
0.98,0,68000,4000,0.1,0.39041999,random_pruning
0.98,8000,68000,4000,0.1,0.380459994,random_pruning
0.98,8000,76000,2000,0.1,0.368420005,random_pruning
0.98,0,76000,4000,0.1,0.361140013,random_pruning
0.98,8000,76000,4000,0,0.358599991,random_pruning
0.98,8000,76000,4000,0.1,0.352079988,random_pruning
0.98,20000,76000,2000,0.1,0.350419998,random_pruning
0.98,0,76000,8000,0.1,0.328860015,random_pruning
0.98,20000,68000,8000,0,0.328680009,random_pruning
0.98,20000,76000,4000,0.1,0.325340003,random_pruning
0.98,8000,76000,8000,0.1,0.305079997,random_pruning
0.98,20000,76000,8000,0,0.28143999,random_pruning
