0.000325034	0.000325034	0.000378468	0.000378468
0.000332107	0.000325087	0.000469523	0.000378084
0.000335202	0.000325175	0.000517106	0.000377475
0.000337689	0.000325283	0.000557224	0.000376708
0.000339834	0.000325416	0.000593055	0.000375843
0.000341778	0.000325567	0.000625753	0.000374926
0.000343645	0.000325779	0.000655867	0.000373989
0.000345367	0.000326049	0.000683648	0.000373028
0.000347077	0.000326316	0.000709052	0.000372052
0.000348778	0.000326615	0.000732409	0.000371086
0.000350457	0.000326871	0.0007536	0.000370117
0.000352038	0.000327152	0.000772618	0.000369145
0.000353604	0.00032741	0.000789729	0.000368178
0.000355104	0.000327674	0.000804685	0.000367208
0.000356577	0.000327919	0.000817857	0.000366252
0.00035807	0.000328203	0.000829332	0.000365299
0.000359492	0.000328464	0.000839078	0.000364353
0.000360868	0.00032873	0.000847421	0.000363432
0.000362278	0.000328965	0.000854438	0.000362515
0.000363601	0.0003292	0.000860375	0.000361605
0.000364946	0.00032948	0.000865219	0.000360696
0.00036628	0.00032972	0.000869584	0.000359814
0.000367555	0.000329964	0.00087288	0.000358959
0.000368848	0.000330229	0.000875411	0.000358127
0.000370106	0.000330479	0.000878065	0.000357333
0.000371386	0.00033071	0.000880068	0.000356567
0.000372613	0.000330938	0.000881836	0.000355827
0.000373838	0.000331188	0.000883128	0.000355085
0.000375054	0.000331434	0.000884788	0.000354403
0.00037632	0.000331657	0.000886271	0.000353743
0.000377485	0.000331875	0.000887624	0.000353122
0.0003787	0.000332112	0.00088947	0.000352537
0.000379903	0.000332341	0.000890911	0.000352017
0.000381044	0.000332562	0.000892911	0.000351477
0.000382246	0.000332789	0.000894453	0.000350969
0.000383399	0.000333026	0.000896256	0.000350484
0.00038456	0.000333213	0.000899323	0.000350052
0.000385692	0.000333453	0.00090203	0.000349647
0.000386811	0.000333672	0.000904159	0.000349279
0.000387945	0.000333883	0.000907772	0.000348904
0.000389039	0.000334085	0.000911303	0.000348533
0.000390172	0.0003343	0.000913992	0.000348227
0.000391281	0.000334488	0.000918225	0.000347902
0.000392359	0.000334706	0.000922719	0.00034762
0.000393423	0.000334922	0.000926436	0.000347392
0.000394479	0.000335117	0.000930758	0.000347131
0.000395552	0.000335323	0.000935177	0.000346893
0.000396612	0.000335513	0.000938364	0.00034668
0.000397691	0.000335722	0.000943212	0.000346484
0.000398719	0.000335905	0.000947642	0.000346279
0.00039975	0.000336088	0.000952204	0.000346156
0.00040079	0.000336273	0.000956897	0.000346012
0.000401771	0.000336446	0.000962244	0.000345868
0.000402793	0.000336667	0.000967034	0.000345692
0.000403811	0.00033683	0.000971613	0.000345502
0.000404791	0.00033703	0.000977485	0.000345363
0.000405758	0.000337199	0.000983751	0.000345228
0.000406769	0.000337385	0.000986717	0.000345091
0.000407717	0.000337563	0.000989652	0.000344991
0.000408688	0.000337743	0.000992731	0.000344895
0.000409651	0.00033789	0.000996554	0.000344749
0.000410597	0.000338045	0.000997614	0.000344542
0.000411578	0.00033821	0.00099701	0.000344394
0.000412481	0.000338386	0.000997276	0.000344308
0.000413442	0.000338524	0.000999103	0.000344255
0.000414382	0.000338685	0.001002481	0.000344163
0.000415249	0.000338836	0.001007457	0.000344078
0.000416173	0.000338991	0.001012536	0.000343993
0.000417082	0.000339151	0.001016891	0.000343925
0.000418006	0.000339298	0.001019015	0.000343853
0.000418921	0.000339447	0.00102254	0.000343758
0.000419772	0.000339603	0.00102562	0.000343706
0.000420649	0.000339762	0.001027274	0.000343651
0.000421528	0.000339879	0.001030332	0.000343616
0.000422384	0.000340014	0.001032609	0.000343574
0.000423293	0.000340152	0.001035772	0.000343524
0.000424171	0.000340287	0.001039891	0.000343515
0.00042497	0.000340435	0.00104527	0.000343507
0.000425819	0.000340552	0.001051096	0.000343495
0.000426672	0.000340689	0.001055456	0.000343484
0.000427523	0.000340808	0.001059043	0.000343471
0.000428338	0.000340901	0.001064199	0.000343456
0.000429226	0.000341051	0.001068416	0.000343445
0.000430022	0.000341177	0.001070448	0.000343423
0.000430832	0.000341305	0.001073955	0.00034341
0.000431681	0.000341423	0.001077666	0.000343394
0.000432478	0.000341516	0.001082631	0.000343391
0.000433262	0.000341658	0.00108675	0.000343388
0.000434098	0.000341745	0.001091709	0.000343387
0.000434892	0.000341862	0.00109378	0.000343383
0.00043567	0.000341944	0.001097534	0.000343379
0.000436464	0.000342088	0.001097896	0.00034338
0.000437253	0.000342191	0.001096962	0.000343381
