Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
Resume training from cifar100_save/endpoints/WideResNet28x10_new4/sgd/checkpoint-0.pt
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 138     0.0530     0.0005    99.9800     1.4926    76.1400    88.5269
 139     0.0517     0.0005    99.9840     1.5002    76.1800    88.6013
 140     0.0505     0.0005    99.9800     1.4852    76.3000    88.6900
 141     0.0493     0.0005    99.9780     1.5123    76.1900    88.5413
 142     0.0480     0.0005    99.9780     1.5063    76.1000    88.6712
 143     0.0468     0.0005    99.9700     1.4979    76.2200    88.5879
 144     0.0456     0.0005    99.9800     1.4936    76.3100    88.5419
 145     0.0443     0.0006    99.9720     1.5028    76.1700    88.5123
 146     0.0431     0.0006    99.9720     1.4965    76.3200    88.5173
 147     0.0418     0.0005    99.9820     1.5092    76.1900    88.4880
 148     0.0406     0.0005    99.9780     1.5041    76.2500    88.5541
 149     0.0394     0.0005    99.9740     1.5045    76.1600    88.5561
 150     0.0381     0.0005    99.9720     1.5068    76.1700    88.5038
 151     0.0369     0.0004    99.9840     1.4959    76.3300    88.5867
 152     0.0357     0.0005    99.9780     1.4951    76.2000    88.6162
 153     0.0344     0.0005    99.9760     1.5087    76.2500    88.5585
 154     0.0332     0.0005    99.9740     1.4998    76.4600    88.5835
 155     0.0319     0.0005    99.9760     1.4968    76.4400    88.6235
 156     0.0307     0.0005    99.9800     1.4892    76.4000    88.5250
 157     0.0295     0.0005    99.9740     1.4970    76.4500    88.5450
 158     0.0282     0.0005    99.9760     1.5020    76.1300    88.5366
 159     0.0270     0.0005    99.9780     1.4996    76.4800    88.5154
 160     0.0257     0.0004    99.9860     1.5034    76.3900    88.5562
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 161     0.0245     0.0004    99.9840     1.5013    76.4000    88.5489
 162     0.0233     0.0004    99.9800     1.4914    76.4400    88.6921
 163     0.0220     0.0005    99.9780     1.4919    76.3900    88.4553
 164     0.0208     0.0005    99.9740     1.5100    76.2600    88.6332
 165     0.0196     0.0005    99.9760     1.4936    76.5900    88.5391
 166     0.0183     0.0004    99.9840     1.4962    76.4000    88.4773
 167     0.0171     0.0005    99.9740     1.4972    76.4900    88.6453
 168     0.0159     0.0004    99.9800     1.4903    76.4600    88.6223
 169     0.0146     0.0005    99.9800     1.4728    76.4800    88.5434
 170     0.0134     0.0005    99.9820     1.4924    76.4600    88.6416
 171     0.0121     0.0004    99.9820     1.5021    76.5400    88.5165
 172     0.0109     0.0005    99.9780     1.5025    76.3600    88.6211
 173     0.0097     0.0004    99.9820     1.4925    76.5500    88.6734
 174     0.0084     0.0005    99.9740     1.4840    76.4800    88.5730
 175     0.0072     0.0005    99.9760     1.4951    76.5000    88.5523
 176     0.0060     0.0004    99.9760     1.4951    76.5100    88.5461
 177     0.0047     0.0004    99.9820     1.4951    76.5000    88.5274
 178     0.0035     0.0004    99.9900     1.4865    76.4200    88.6434
 179     0.0022     0.0004    99.9820     1.4937    76.5400    88.4952
 180     0.0010     0.0005    99.9760     1.5017    76.4000    88.5483
 181     0.0010     0.0005    99.9780     1.4917    76.4300    88.6750
 182     0.0010     0.0004    99.9840     1.4902    76.4300    88.6046
 183     0.0010     0.0004    99.9780     1.4723    76.5200    88.6084
 184     0.0010     0.0004    99.9840     1.4848    76.5200    88.6138
 185     0.0010     0.0004    99.9840     1.5056    76.4200    88.5017
 186     0.0010     0.0005    99.9760     1.4849    76.4500    88.4965
 187     0.0010     0.0004    99.9820     1.4918    76.4600    88.6605
 188     0.0010     0.0004    99.9820     1.4919    76.5300    88.6147
 189     0.0010     0.0005    99.9760     1.4903    76.5100    88.5706
 190     0.0010     0.0005    99.9760     1.4840    76.5400    88.5135
 191     0.0010     0.0004    99.9860     1.5024    76.4300    88.6325
 192     0.0010     0.0005    99.9800     1.4902    76.3700    88.5120
 193     0.0010     0.0004    99.9760     1.4952    76.6500    88.6600
 194     0.0010     0.0004    99.9840     1.4872    76.5400    88.5986
 195     0.0010     0.0004    99.9860     1.4906    76.4100    88.7430
 196     0.0010     0.0004    99.9840     1.4892    76.5600    88.6147
 197     0.0010     0.0004    99.9780     1.5067    76.4800    88.6507
 198     0.0010     0.0005    99.9760     1.5023    76.3400    88.5746
 199     0.0010     0.0005    99.9780     1.5012    76.5200    88.5767
 200     0.0010     0.0004    99.9880     1.4910    76.5900    88.6040
